Feature_name;Counts;Chr;Start;End;Strand;Type;CPM
N16961_02595;0;NC_002505.1;536876;537103;-;cds;0
N16961_02600;0;NC_002505.1;537151;537519;-;cds;0
N16961_02605;0;NC_002505.1;537550;538284;-;cds;0
N16961_02610;0;NC_002505.1;538603;539046;-;cds;0
N16961_02615;0;NC_002505.1;539097;539534;-;cds;0
N16961_02620;0;NC_002505.1;539531;540004;-;cds;0
N16961_02625;0;NC_002505.1;540631;540879;+;cds;0
N16961_02630;0;NC_002505.1;541331;542908;+;cds;0
N16961_02635;0;NC_002505.1;544380;545177;+;cds;0
N16961_02640;0;NC_002505.1;545174;547054;+;cds;0
N16961_02645;0;NC_002505.1;547158;548390;+;cds;0
N16961_02650;0;NC_002505.1;548780;550021;-;cds;0
N16961_02660;2;NC_002505.1;550407;552284;-;cds;47.8160040165443
N16961_02665;0;NC_002505.1;552383;553567;-;cds;0
N16961_02670;0;NC_002505.1;553561;554145;-;cds;0
N16961_02675;0;NC_002505.1;554235;554678;-;cds;0
N16961_02680;0;NC_002505.1;554708;554923;-;cds;0
N16961_02685;0;NC_002505.1;555164;555457;+;cds;0
N16961_02690;0;NC_002505.1;555481;556182;+;cds;0
N16961_02695;0;NC_002505.1;556336;557148;+;cds;0
N16961_02700;0;NC_002505.1;557197;557823;-;cds;0
N16961_02705;0;NC_002505.1;558012;558365;+;cds;0
N16961_02710;0;NC_002505.1;558362;558868;+;cds;0
N16961_02715;0;NC_002505.1;558865;559668;+;cds;0
N16961_02720;0;NC_002505.1;559783;560067;+;cds;0
N16961_02725;0;NC_002505.1;560064;560762;+;cds;0
N16961_02730;0;NC_002505.1;560759;561235;+;cds;0
N16961_02735;0;NC_002505.1;561265;562350;+;cds;0
N16961_02740;0;NC_002505.1;562352;563104;+;cds;0
N16961_02745;0;NC_002505.1;563097;563723;+;cds;0
N16961_02750;0;NC_002505.1;563723;564658;+;cds;0
N16961_02755;0;NC_002505.1;564732;565739;+;cds;0
N16961_02760;0;NC_002505.1;565832;568417;-;cds;0
N16961_02765;0;NC_002505.1;568688;569575;-;cds;0
N16961_02775;0;NC_002505.1;569959;570960;+;cds;0
N16961_02780;0;NC_002505.1;571037;571888;+;cds;0
N16961_02785;0;NC_002505.1;571899;572762;+;cds;0
N16961_02790;0;NC_002505.1;572759;573889;+;cds;0
N16961_02795;0;NC_002505.1;574056;574562;+;cds;0
N16961_02800;0;NC_002505.1;574696;575760;+;cds;0
N16961_02805;0;NC_002505.1;575893;576351;+;cds;0
N16961_02810;0;NC_002505.1;576524;579106;+;cds;0
N16961_02815;0;NC_002505.1;579310;580497;+;cds;0
N16961_02820;0;NC_002505.1;580589;580786;+;cds;0
N16961_02865;0;NC_002505.1;582357;582617;+;cds;0
N16961_02870;0;NC_002505.1;582652;584439;+;cds;0
N16961_02875;0;NC_002505.1;584449;585579;+;cds;0
N16961_02880;0;NC_002505.1;585702;586652;+;cds;0
N16961_02885;0;NC_002505.1;586646;587107;+;cds;0
N16961_02890;0;NC_002505.1;587117;589972;+;cds;0
N16961_02895;0;NC_002505.1;590084;591658;+;cds;0
N16961_02900;0;NC_002505.1;591707;592225;+;cds;0
N16961_02905;0;NC_002505.1;592295;593575;-;cds;0
N16961_02910;0;NC_002505.1;593658;594452;-;cds;0
N16961_02915;0;NC_002505.1;594665;596050;+;cds;0
N16961_02920;0;NC_002505.1;596286;596534;+;cds;0
N16961_02925;0;NC_002505.1;596562;597116;+;cds;0
N16961_02930;0;NC_002505.1;597144;597887;+;cds;0
N16961_02935;0;NC_002505.1;597929;598282;+;cds;0
N16961_02940;0;NC_002505.1;598403;599461;-;cds;0
N16961_02945;0;NC_002505.1;599638;601005;-;cds;0
N16961_02950;0;NC_002505.1;601137;601574;-;cds;0
N16961_02955;0;NC_002505.1;601728;602831;+;cds;0
N16961_02960;0;NC_002505.1;603055;603483;+;cds;0
N16961_02965;0;NC_002505.1;603499;603891;+;cds;0
N16961_02970;0;NC_002505.1;604219;604812;+;cds;0
N16961_02975;0;NC_002505.1;604812;606077;+;cds;0
N16961_02980;0;NC_002505.1;606074;606811;+;cds;0
N16961_02985;0;NC_002505.1;606911;607546;+;cds;0
N16961_02990;0;NC_002505.1;607558;608022;+;cds;0
N16961_02995;2;NC_002505.1;608090;608659;-;cds;47.8160040165443
N16961_03000;0;NC_002505.1;608662;609252;-;cds;0
N16961_03005;0;NC_002505.1;609256;609579;-;cds;0
N16961_03010;0;NC_002505.1;609611;611422;-;cds;0
N16961_03015;0;NC_002505.1;611486;612352;+;cds;0
N16961_03020;0;NC_002505.1;612566;612940;-;cds;0
N16961_03025;0;NC_002505.1;612937;613176;-;cds;0
N16961_03030;0;NC_002505.1;613472;614005;+;cds;0
N16961_03035;0;NC_002505.1;614080;614748;-;cds;0
N16961_03040;0;NC_002505.1;614896;616542;+;cds;0
N16961_03045;2;NC_002505.1;616926;617843;+;cds;47.8160040165443
N16961_03050;0;NC_002505.1;617849;618619;+;cds;0
N16961_03055;0;NC_002505.1;618683;619564;-;cds;0
N16961_03060;0;NC_002505.1;619575;620369;-;cds;0
N16961_03065;0;NC_002505.1;620372;620875;-;cds;0
N16961_03070;0;NC_002505.1;620872;622245;-;cds;0
N16961_03075;0;NC_002505.1;622336;623226;-;cds;0
N16961_03080;0;NC_002505.1;623299;623745;-;cds;0
N16961_03085;0;NC_002505.1;623870;624640;-;cds;0
N16961_03090;0;NC_002505.1;624878;626203;+;cds;0
N16961_03095;0;NC_002505.1;626302;628764;+;cds;0
N16961_03100;0;NC_002505.1;628761;631094;+;cds;0
N16961_03105;0;NC_002505.1;631334;633625;+;cds;0
N16961_03110;0;NC_002505.1;633890;636487;+;cds;0
N16961_03115;0;NC_002505.1;636642;637022;+;cds;0
N16961_03120;0;NC_002505.1;637200;637538;+;cds;0
N16961_03125;0;NC_002505.1;637560;638246;+;cds;0
N16961_03130;0;NC_002505.1;638246;638788;+;cds;0
N16961_03135;0;NC_002505.1;638930;639943;+;cds;0
N16961_03140;0;NC_002505.1;640027;641652;+;cds;0
N16961_03145;0;NC_002505.1;641652;642683;+;cds;0
N16961_03150;2;NC_002505.1;642814;644226;-;cds;47.8160040165443
N16961_03155;2;NC_002505.1;644349;646754;-;cds;47.8160040165443
N16961_03160;0;NC_002505.1;646873;648786;-;cds;0
N16961_03165;0;NC_002505.1;648783;649667;-;cds;0
N16961_03170;0;NC_002505.1;649664;651388;-;cds;0
N16961_03175;0;NC_002505.1;651445;652440;-;cds;0
N16961_03180;0;NC_002505.1;652483;653466;-;cds;0
N16961_03185;0;NC_002505.1;653469;654494;-;cds;0
N16961_03190;0;NC_002505.1;654497;655483;-;cds;0
N16961_03195;0;NC_002505.1;655653;657323;-;cds;0
N16961_03200;0;NC_002505.1;658234;661623;-;cds;0
N16961_03205;0;NC_002505.1;661831;662853;-;cds;0
N16961_03210;0;NC_002505.1;662926;664011;-;cds;0
N16961_03215;0;NC_002505.1;664048;664203;+;cds;0
N16961_03220;0;NC_002505.1;664265;665563;-;cds;0
N16961_03225;0;NC_002505.1;665847;666188;+;cds;0
N16961_03230;0;NC_002505.1;666286;667386;+;cds;0
N16961_03235;2;NC_002505.1;667397;670516;+;cds;47.8160040165443
N16961_03240;0;NC_002505.1;670598;671899;-;cds;0
N16961_03245;0;NC_002505.1;672030;673217;+;cds;0
N16961_03250;0;NC_002505.1;673285;674730;-;cds;0
N16961_03255;0;NC_002505.1;674828;675853;-;cds;0
N16961_03260;0;NC_002505.1;676408;676881;+;cds;0
N16961_03265;0;NC_002505.1;676958;677254;-;cds;0
N16961_03270;0;NC_002505.1;677374;678003;+;cds;0
N16961_03275;0;NC_002505.1;678104;680059;+;cds;0
N16961_03280;0;NC_002505.1;680126;680962;+;cds;0
N16961_03285;0;NC_002505.1;680988;682328;+;cds;0
N16961_03290;0;NC_002505.1;682387;682569;+;cds;0
N16961_03295;0;NC_002505.1;682585;682920;+;cds;0
N16961_03310;0;NC_002505.1;683351;683806;+;cds;0
N16961_03315;0;NC_002505.1;683825;685312;+;cds;0
N16961_03320;0;NC_002505.1;685337;688033;+;cds;0
N16961_03325;0;NC_002505.1;688135;688533;+;cds;0
N16961_03330;0;NC_002505.1;688533;689471;+;cds;0
N16961_03335;0;NC_002505.1;689613;689882;+;cds;0
N16961_03340;0;NC_002505.1;690245;692374;+;cds;0
N16961_03345;0;NC_002505.1;692490;693401;+;cds;0
N16961_03350;0;NC_002505.1;693500;693907;+;cds;0
N16961_03355;0;NC_002505.1;693954;695291;+;cds;0
N16961_03360;0;NC_002505.1;695344;696222;-;cds;0
N16961_03365;0;NC_002505.1;696234;697247;-;cds;0
N16961_03370;0;NC_002505.1;697355;699409;-;cds;0
N16961_03375;0;NC_002505.1;699642;700169;+;cds;0
N16961_03380;0;NC_002505.1;700153;700656;+;cds;0
N16961_03385;0;NC_002505.1;700767;701174;+;cds;0
N16961_03390;0;NC_002505.1;701171;701620;+;cds;0
N16961_03395;0;NC_002505.1;701609;703666;-;cds;0
N16961_03400;0;NC_002505.1;703876;705465;+;cds;0
N16961_03405;0;NC_002505.1;705587;706858;-;cds;0
N16961_03410;0;NC_002505.1;706946;707596;-;cds;0
N16961_03415;0;NC_002505.1;707977;709290;+;cds;0
N16961_03425;0;NC_002505.1;709659;710558;+;cds;0
N16961_03430;0;NC_002505.1;710589;712121;+;cds;0
N16961_03435;0;NC_002505.1;712395;713729;+;cds;0
N16961_03440;0;NC_002505.1;714307;714558;+;cds;0
N16961_03445;0;NC_002505.1;714596;715630;-;cds;0
N16961_03450;0;NC_002505.1;715847;716512;-;cds;0
N16961_03455;0;NC_002505.1;717143;717661;+;cds;0
N16961_03460;0;NC_002505.1;717664;719910;+;cds;0
N16961_03465;0;NC_002505.1;719920;720714;+;cds;0
N16961_03470;0;NC_002505.1;720743;721558;+;cds;0
N16961_03475;0;NC_002505.1;721568;722419;+;cds;0
N16961_03480;0;NC_002505.1;722512;723660;-;cds;0
N16961_03485;0;NC_002505.1;724055;724945;+;cds;0
N16961_03490;0;NC_002505.1;725168;725470;+;cds;0
N16961_03495;0;NC_002505.1;725539;725799;-;cds;0
N16961_03500;0;NC_002505.1;726057;727619;+;cds;0
N16961_03505;0;NC_002505.1;727688;728656;+;cds;0
N16961_03510;0;NC_002505.1;728687;731536;+;cds;0
N16961_03515;0;NC_002505.1;731552;732067;+;cds;0
N16961_03520;0;NC_002505.1;732230;732664;+;cds;0
N16961_03525;0;NC_002505.1;732711;733661;+;cds;0
N16961_03530;0;NC_002505.1;733798;735282;-;cds;0
N16961_03535;0;NC_002505.1;735553;735876;+;cds;0
N16961_03540;0;NC_002505.1;735895;737691;+;cds;0
N16961_03545;0;NC_002505.1;737715;738638;-;cds;0
N16961_03550;0;NC_002505.1;738656;739768;-;cds;0
N16961_03555;0;NC_002505.1;739874;740866;+;cds;0
N16961_03560;0;NC_002505.1;740893;741606;-;cds;0
N16961_03565;0;NC_002505.1;741616;743292;-;cds;0
N16961_03570;0;NC_002505.1;743534;744607;+;cds;0
N16961_03575;0;NC_002505.1;744620;745747;+;cds;0
N16961_03580;0;NC_002505.1;745814;746185;-;cds;0
N16961_03585;0;NC_002505.1;746356;748023;-;cds;0
N16961_03590;0;NC_002505.1;748385;750331;+;cds;0
N16961_03595;0;NC_002505.1;750386;750697;+;cds;0
N16961_03600;0;NC_002505.1;750775;751299;-;cds;0
N16961_03605;0;NC_002505.1;751247;753622;-;cds;0
N16961_03610;0;NC_002505.1;753606;754685;-;cds;0
N16961_03615;0;NC_002505.1;754828;756003;-;cds;0
N16961_03620;0;NC_002505.1;756243;756569;-;cds;0
N16961_03625;0;NC_002505.1;756971;757696;-;cds;0
N16961_03630;0;NC_002505.1;757851;758825;+;cds;0
N16961_03635;0;NC_002505.1;758828;759550;+;cds;0
N16961_03640;0;NC_002505.1;759675;762248;+;cds;0
N16961_03670;0;NC_002505.1;768218;768541;+;cds;0
N16961_03675;0;NC_002505.1;768551;769273;+;cds;0
N16961_03680;0;NC_002505.1;769308;769562;-;cds;0
N16961_03685;0;NC_002505.1;769565;770965;-;cds;0
N16961_03690;0;NC_002505.1;771116;772030;-;cds;0
N16961_03695;0;NC_002505.1;772267;772956;+;cds;0
N16961_03700;0;NC_002505.1;772978;774279;+;cds;0
N16961_03705;0;NC_002505.1;774285;775253;+;cds;0
N16961_03710;0;NC_002505.1;775321;776823;-;cds;0
N16961_03715;0;NC_002505.1;776804;778909;-;cds;0
N16961_03720;0;NC_002505.1;779108;781303;+;cds;0
N16961_03725;0;NC_002505.1;781313;782959;+;cds;0
N16961_03730;0;NC_002505.1;782962;783783;+;cds;0
N16961_03735;0;NC_002505.1;783817;784527;+;cds;0
N16961_03740;0;NC_002505.1;784588;785364;-;cds;0
N16961_03745;0;NC_002505.1;785567;786331;-;cds;0
N16961_03750;0;NC_002505.1;786666;787271;-;cds;0
N16961_03755;0;NC_002505.1;787493;788398;+;cds;0
N16961_03760;0;NC_002505.1;788982;790619;+;cds;0
N16961_03765;0;NC_002505.1;790749;792062;+;cds;0
N16961_03770;0;NC_002505.1;792215;792664;-;cds;0
N16961_03775;0;NC_002505.1;792954;794012;+;cds;0
N16961_03780;0;NC_002505.1;794241;795380;+;cds;0
N16961_03785;0;NC_002505.1;795485;795817;+;cds;0
N16961_03790;0;NC_002505.1;795839;797692;+;cds;0
N16961_03795;0;NC_002505.1;797707;798654;+;cds;0
N16961_03800;0;NC_002505.1;798822;799625;-;cds;0
N16961_03805;0;NC_002505.1;799804;800538;+;cds;0
N16961_03810;0;NC_002505.1;800608;801174;+;cds;0
N16961_03815;0;NC_002505.1;801201;802415;+;cds;0
N16961_03820;0;NC_002505.1;802452;802835;+;cds;0
N16961_03825;0;NC_002505.1;802896;803219;+;cds;0
N16961_03830;0;NC_002505.1;803268;803783;+;cds;0
N16961_03835;0;NC_002505.1;803807;805657;+;cds;0
N16961_03840;0;NC_002505.1;805671;806009;+;cds;0
N16961_03845;0;NC_002505.1;806058;806252;+;cds;0
N16961_03850;0;NC_002505.1;806472;807761;+;cds;0
N16961_03855;0;NC_002505.1;807964;808392;+;cds;0
N16961_03860;0;NC_002505.1;808566;809687;+;cds;0
N16961_03865;0;NC_002505.1;810001;811083;+;cds;0
N16961_03870;0;NC_002505.1;811088;812218;+;cds;0
N16961_03875;0;NC_002505.1;812274;813512;+;cds;0
N16961_03880;0;NC_002505.1;813549;814163;+;cds;0
N16961_03885;0;NC_002505.1;814176;815336;+;cds;0
N16961_03890;0;NC_002505.1;815529;817013;+;cds;0
N16961_03895;0;NC_002505.1;817067;817951;+;cds;0
N16961_03900;0;NC_002505.1;818256;818489;+;cds;0
N16961_03905;0;NC_002505.1;818470;819810;-;cds;0
N16961_03910;0;NC_002505.1;820018;821481;+;cds;0
N16961_03915;0;NC_002505.1;821588;823141;+;cds;0
N16961_03920;0;NC_002505.1;823398;825101;+;cds;0
N16961_03925;0;NC_002505.1;825292;825885;+;cds;0
N16961_03930;0;NC_002505.1;826197;827078;+;cds;0
N16961_03935;0;NC_002505.1;827179;828810;-;cds;0
N16961_03940;0;NC_002505.1;828821;830008;-;cds;0
N16961_03945;0;NC_002505.1;830185;830964;+;cds;0
N16961_03950;0;NC_002505.1;830976;832286;-;cds;0
N16961_03955;0;NC_002505.1;832488;833447;+;cds;0
N16961_03960;0;NC_002505.1;833444;834496;+;cds;0
N16961_03965;0;NC_002505.1;834475;835551;+;cds;0
N16961_03970;0;NC_002505.1;835668;836507;+;cds;0
N16961_03975;0;NC_002505.1;836510;837223;+;cds;0
N16961_03980;0;NC_002505.1;837239;838159;+;cds;0
N16961_03985;0;NC_002505.1;838377;840359;+;cds;0
N16961_03990;0;NC_002505.1;840439;841989;-;cds;0
N16961_03995;0;NC_002505.1;842367;843629;-;cds;0
N16961_04000;0;NC_002505.1;843733;844665;+;cds;0
N16961_04005;0;NC_002505.1;844790;845119;+;cds;0
N16961_04010;0;NC_002505.1;845285;845557;+;cds;0
N16961_04020;0;NC_002505.1;845591;846274;-;cds;0
N16961_04025;0;NC_002505.1;846288;847985;-;cds;0
N16961_04030;3;NC_002505.1;848056;849357;-;cds;71.7240060248165
N16961_04035;0;NC_002505.1;849373;849942;-;cds;0
N16961_04040;0;NC_002505.1;849954;851171;-;cds;0
N16961_04045;0;NC_002505.1;851190;851462;-;cds;0
N16961_04050;0;NC_002505.1;851557;852903;-;cds;0
N16961_04055;0;NC_002505.1;853180;854235;+;cds;0
N16961_04060;0;NC_002505.1;854287;854583;+;cds;0
N16961_04065;0;NC_002505.1;854580;855455;+;cds;0
N16961_04070;0;NC_002505.1;855466;856995;+;cds;0
N16961_04075;0;NC_002505.1;856992;857528;+;cds;0
N16961_04080;0;NC_002505.1;857506;858447;+;cds;0
N16961_04090;0;NC_002505.1;858794;859192;+;cds;0
N16961_04095;0;NC_002505.1;859306;860040;+;cds;0
N16961_04100;0;NC_002505.1;860219;860542;-;cds;0
N16961_04105;0;NC_002505.1;860789;862405;+;cds;0
N16961_04110;0;NC_002505.1;862473;863156;-;cds;0
N16961_04115;0;NC_002505.1;863379;865058;+;cds;0
N16961_04120;0;NC_002505.1;865256;865765;+;cds;0
N16961_04125;0;NC_002505.1;866099;866803;-;cds;0
N16961_04130;3;NC_002505.1;866873;869809;-;cds;71.7240060248165
N16961_04135;1;NC_002505.1;869813;870391;-;cds;23.9080020082722
N16961_04140;0;NC_002505.1;870819;871286;-;cds;0
N16961_04145;0;NC_002505.1;871283;872644;-;cds;0
N16961_04150;0;NC_002505.1;873306;873455;+;cds;0
N16961_04155;0;NC_002505.1;873473;874225;+;cds;0
N16961_04160;0;NC_002505.1;875273;876712;-;cds;0
N16961_04165;0;NC_002505.1;877010;880015;+;cds;0
N16961_04170;0;NC_002505.1;880128;881267;+;cds;0
N16961_04175;0;NC_002505.1;881393;884728;+;cds;0
N16961_04180;0;NC_002505.1;884725;885663;+;cds;0
N16961_04185;0;NC_002505.1;885773;886267;+;cds;0
N16961_04190;0;NC_002505.1;886543;888405;-;cds;0
N16961_04200;0;NC_002505.1;888846;889511;+;cds;0
N16961_04205;0;NC_002505.1;889496;889906;+;cds;0
N16961_04210;0;NC_002505.1;890449;891123;+;cds;0
N16961_04215;0;NC_002505.1;891203;892495;+;cds;0
N16961_04220;0;NC_002505.1;892495;892947;+;cds;0
N16961_04225;0;NC_002505.1;892950;894419;+;cds;0
N16961_04230;0;NC_002505.1;894412;894867;+;cds;0
N16961_04235;0;NC_002505.1;894870;895691;+;cds;0
N16961_04240;0;NC_002505.1;895707;896165;+;cds;0
N16961_04245;2;NC_002505.1;896155;897666;+;cds;47.8160040165443
N16961_04250;4;NC_002505.1;897641;898663;+;cds;95.6320080330887
N16961_04255;2;NC_002505.1;898673;899689;+;cds;47.8160040165443
N16961_04260;0;NC_002505.1;899896;900726;+;cds;0
N16961_04265;0;NC_002505.1;900726;901487;+;cds;0
N16961_04270;0;NC_002505.1;901494;903374;+;cds;0
N16961_04275;0;NC_002505.1;903389;904150;+;cds;0
N16961_04280;0;NC_002505.1;904166;904639;+;cds;0
N16961_04285;0;NC_002505.1;904626;904799;-;cds;0
N16961_04290;0;NC_002505.1;904900;905556;+;cds;0
N16961_04295;0;NC_002505.1;905559;906206;-;cds;0
N16961_04300;0;NC_002505.1;906379;910941;+;cds;0
N16961_04310;0;NC_002505.1;912856;914124;-;cds;0
N16961_04320;0;NC_002505.1;914726;915211;-;cds;0
N16961_04325;0;NC_002505.1;915395;915829;+;cds;0
N16961_04330;0;NC_002505.1;915832;916137;+;cds;0
N16961_04335;0;NC_002505.1;916215;916574;-;cds;0
N16961_04340;0;NC_002505.1;916733;918397;-;cds;0
N16961_04345;0;NC_002505.1;918527;919411;-;cds;0
N16961_04350;0;NC_002505.1;919557;920159;+;cds;0
N16961_04355;0;NC_002505.1;920423;922330;+;cds;0
N16961_04360;0;NC_002505.1;922531;923676;+;cds;0
N16961_04365;0;NC_002505.1;923726;924169;-;cds;0
N16961_04370;0;NC_002505.1;924266;924778;+;cds;0
N16961_04375;0;NC_002505.1;924759;925349;+;cds;0
N16961_04380;0;NC_002505.1;925349;926581;+;cds;0
N16961_04385;0;NC_002505.1;926571;926984;+;cds;0
N16961_04390;0;NC_002505.1;927382;928941;+;cds;0
N16961_04395;0;NC_002505.1;929064;929591;+;cds;0
N16961_04400;0;NC_002505.1;929637;929768;-;cds;0
N16961_04405;0;NC_002505.1;929947;931539;-;cds;0
N16961_04410;0;NC_002505.1;931849;935742;+;cds;0
N16961_04415;0;NC_002505.1;935917;936354;+;cds;0
N16961_04420;0;NC_002505.1;936465;936656;-;cds;0
N16961_04425;0;NC_002505.1;936662;936865;-;cds;0
N16961_04430;0;NC_002505.1;936968;937612;-;cds;0
N16961_04435;0;NC_002505.1;937854;939569;-;cds;0
N16961_04440;0;NC_002505.1;939795;940490;-;cds;0
N16961_04445;0;NC_002505.1;940625;940882;+;cds;0
N16961_04450;0;NC_002505.1;940879;941004;+;cds;0
N16961_04455;0;NC_002505.1;941205;942791;+;cds;0
N16961_04460;0;NC_002505.1;942857;943306;-;cds;0
N16961_04465;0;NC_002505.1;943303;943602;-;cds;0
N16961_04470;0;NC_002505.1;944457;944990;+;cds;0
N16961_04475;0;NC_002505.1;944947;945249;-;cds;0
N16961_04480;0;NC_002505.1;945253;946290;-;cds;0
N16961_04485;0;NC_002505.1;946379;946690;+;cds;0
N16961_04490;0;NC_002505.1;946691;947425;+;cds;0
N16961_04495;0;NC_002505.1;947523;949403;-;cds;0
N16961_04500;0;NC_002505.1;949423;950307;-;cds;0
N16961_04505;0;NC_002505.1;950349;950591;-;cds;0
N16961_04510;0;NC_002505.1;950906;951670;+;cds;0
N16961_04515;0;NC_002505.1;951682;952638;+;cds;0
N16961_04525;0;NC_002505.1;952942;954393;+;cds;0
N16961_04535;0;NC_002505.1;955014;955934;+;cds;0
N16961_04540;0;NC_002505.1;955956;956342;+;cds;0
N16961_04545;0;NC_002505.1;956372;957151;-;cds;0
N16961_04550;0;NC_002505.1;957262;958620;-;cds;0
N16961_04555;0;NC_002505.1;958840;960405;-;cds;0
N16961_04560;0;NC_002505.1;960516;962777;-;cds;0
N16961_04565;0;NC_002505.1;962792;963637;-;cds;0
N16961_04570;0;NC_002505.1;963734;964282;+;cds;0
N16961_04575;0;NC_002505.1;964284;965060;+;cds;0
N16961_04580;0;NC_002505.1;965193;966002;-;cds;0
N16961_04585;0;NC_002505.1;966039;966716;-;cds;0
N16961_04590;0;NC_002505.1;966706;967740;-;cds;0
N16961_04595;0;NC_002505.1;967976;968536;+;cds;0
N16961_04600;0;NC_002505.1;968547;969551;+;cds;0
N16961_04605;0;NC_002505.1;969800;971224;+;cds;0
N16961_04610;0;NC_002505.1;971304;972992;+;cds;0
N16961_04635;0;NC_002505.1;974049;975107;+;cds;0
N16961_04640;2;NC_002505.1;975107;978217;+;cds;47.8160040165443
N16961_04645;0;NC_002505.1;978794;979144;+;cds;0
N16961_04650;0;NC_002505.1;979225;979314;-;cds;0
N16961_04655;0;NC_002505.1;979457;980575;+;cds;0
N16961_04660;0;NC_002505.1;980595;981836;+;cds;0
N16961_04665;0;NC_002505.1;981833;982387;+;cds;0
N16961_04670;0;NC_002505.1;982384;983532;+;cds;0
N16961_04675;0;NC_002505.1;983529;984938;+;cds;0
N16961_04680;0;NC_002505.1;984935;986155;+;cds;0
N16961_04685;0;NC_002505.1;986166;986597;+;cds;0
N16961_04690;0;NC_002505.1;986597;987937;+;cds;0
N16961_04695;0;NC_002505.1;987934;989010;+;cds;0
N16961_04700;0;NC_002505.1;989007;990179;+;cds;0
N16961_04705;0;NC_002505.1;990184;990921;+;cds;0
N16961_04710;0;NC_002505.1;991141;991932;+;cds;0
N16961_04715;0;NC_002505.1;992138;993364;-;cds;0
N16961_04720;0;NC_002505.1;993628;996501;+;cds;0
N16961_04725;0;NC_002505.1;996656;997972;-;cds;0
N16961_04730;0;NC_002505.1;998148;998435;-;cds;0
N16961_04735;2;NC_002505.1;999245;1000639;+;cds;47.8160040165443
N16961_04740;2;NC_002505.1;1000710;1001906;+;cds;47.8160040165443
N16961_04745;0;NC_002505.1;1001910;1002437;+;cds;0
N16961_04750;0;NC_002505.1;1002462;1004675;+;cds;0
N16961_04755;0;NC_002505.1;1004672;1005379;+;cds;0
N16961_04760;0;NC_002505.1;1005358;1005792;+;cds;0
N16961_04770;0;NC_002505.1;1005943;1006539;-;cds;0
N16961_04775;0;NC_002505.1;1006880;1008130;+;cds;0
N16961_04780;0;NC_002505.1;1008294;1008620;-;cds;0
N16961_04785;0;NC_002505.1;1008816;1009781;-;cds;0
N16961_04790;0;NC_002505.1;1009774;1010424;-;cds;0
N16961_04795;0;NC_002505.1;1010612;1010890;-;cds;0
N16961_04800;0;NC_002505.1;1011038;1012213;-;cds;0
N16961_04805;0;NC_002505.1;1012305;1013096;-;cds;0
N16961_04810;0;NC_002505.1;1013096;1014217;-;cds;0
N16961_04815;0;NC_002505.1;1014214;1016130;-;cds;0
N16961_04820;0;NC_002505.1;1016137;1016607;-;cds;0
N16961_04825;0;NC_002505.1;1016610;1016927;-;cds;0
N16961_04830;0;NC_002505.1;1016996;1018024;-;cds;0
N16961_04835;0;NC_002505.1;1018030;1018644;-;cds;0
N16961_04840;2;NC_002505.1;1018821;1021397;-;cds;47.8160040165443
N16961_04845;2;NC_002505.1;1021527;1021997;+;cds;47.8160040165443
N16961_04850;0;NC_002505.1;1022053;1023570;-;cds;0
N16961_04855;0;NC_002505.1;1023611;1024486;-;cds;0
N16961_04860;2;NC_002505.1;1024556;1025020;-;cds;47.8160040165443
N16961_04865;2;NC_002505.1;1025017;1026120;-;cds;47.8160040165443
N16961_04870;0;NC_002505.1;1026188;1027612;-;cds;0
N16961_04875;0;NC_002505.1;1027866;1029029;+;cds;0
N16961_04880;0;NC_002505.1;1029142;1029651;-;cds;0
N16961_04885;0;NC_002505.1;1029760;1031481;-;cds;0
N16961_04890;0;NC_002505.1;1031615;1031872;-;cds;0
N16961_04895;0;NC_002505.1;1032170;1033138;-;cds;0
N16961_04900;0;NC_002505.1;1033261;1034013;-;cds;0
N16961_04905;0;NC_002505.1;1034243;1035118;+;cds;0
N16961_04910;0;NC_002505.1;1035251;1037260;+;cds;0
N16961_04915;0;NC_002505.1;1037891;1038940;+;cds;0
N16961_04920;0;NC_002505.1;1039020;1039832;+;cds;0
N16961_04925;0;NC_002505.1;1039857;1040312;+;cds;0
N16961_04930;0;NC_002505.1;1040356;1040805;-;cds;0
N16961_04935;0;NC_002505.1;1040813;1041733;-;cds;0
N16961_04940;0;NC_002505.1;1042164;1043018;-;cds;0
N16961_04945;0;NC_002505.1;1043447;1044274;-;cds;0
N16961_04950;0;NC_002505.1;1044317;1045231;-;cds;0
N16961_04955;0;NC_002505.1;1045646;1046194;+;cds;0
N16961_04960;0;NC_002505.1;1046275;1046568;-;cds;0
N16961_04965;0;NC_002505.1;1046609;1047130;-;cds;0
N16961_04970;0;NC_002505.1;1047140;1047988;-;cds;0
N16961_04975;0;NC_002505.1;1048213;1050159;+;cds;0
N16961_04980;0;NC_002505.1;1050494;1051138;+;cds;0
