"","GeneID","Chr","Start","End","Strand","Annotation"
"296","N16961_01650","NC_002505.1",348820,349308,"-","sigma D regulator"
"297","N16961_01655","NC_002505.1",349492,350268,"+","NAD(+) diphosphatase"
"298","N16961_01660","NC_002505.1",350523,351590,"+","uroporphyrinogen decarboxylase"
"299","N16961_01665","NC_002505.1",351710,352324,"+","DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA"
"300","N16961_01670","NC_002505.1",352411,353370,"+","Acetyltransferase"
"301","N16961_01675","NC_002505.1",353367,354515,"-","Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB"
"302","N16961_01680","NC_002505.1",354684,356216,"-","2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
"303","N16961_01685","NC_002505.1",356359,357246,"-","Permease of the drug/metabolite transporter (DMT) superfamily"
"304","N16961_01690","NC_002505.1",357398,358813,"-","Di- and tricarboxylate antiporter"
"305","N16961_01695","NC_002505.1",359021,359878,"-","archaetidylserine decarboxylase"
"306","N16961_01700","NC_002505.1",359871,361034,"-","small ribosomal subunit biogenesis GTPase RsgA"
"307","N16961_01705","NC_002505.1",361157,361702,"+","oligoribonuclease"
"308","N16961_01750","NC_002505.1",363575,364684,"-","tRNA epoxyqueuosine(34) reductase QueG"
"309","N16961_01755","NC_002505.1",364889,365353,"+","tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE"
"310","N16961_01760","NC_002505.1",365347,367065,"+","N-acetylmuramoyl-L-alanine amidase"
"311","N16961_01765","NC_002505.1",367072,369033,"+","DNA mismatch repair endonuclease MutL"
"312","N16961_01770","NC_002505.1",369030,369977,"+","tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA"
"313","N16961_01775","NC_002505.1",370149,370412,"+","RNA chaperone Hfq"
"314","N16961_01780","NC_002505.1",370445,371734,"+","ribosome rescue GTPase HflX"
"315","N16961_01785","NC_002505.1",371780,372967,"+","FtsH protease activity modulator HflK"
"316","N16961_01790","NC_002505.1",372970,373950,"+","protease modulator HflC"
"317","N16961_01795","NC_002505.1",374011,374199,"+","DUF2065 domain-containing protein"
"318","N16961_01800","NC_002505.1",374240,374467,"-","Protein SlyX-like protein"
"319","N16961_01805","NC_002505.1",374470,375450,"-","WD40 repeat"
"320","N16961_01810","NC_002505.1",375590,376369,"+","FKBP-type peptidyl-prolyl cis-trans isomerase"
"321","N16961_01815","NC_002505.1",376568,377290,"+","putative transcriptional regulator YheO, contains PAS and DNA-binding HTH domains"
"322","N16961_01820","NC_002505.1",377287,377682,"+","sulfurtransferase complex subunit TusD"
"323","N16961_01825","NC_002505.1",377679,378035,"+","sulfurtransferase complex subunit TusC"
"324","N16961_01830","NC_002505.1",378045,378320,"+","Sulfur transfer complex TusBCD TusB component, DsrH family"
"325","N16961_01835","NC_002505.1",378505,378879,"+","30S ribosomal protein S12"
"326","N16961_01840","NC_002505.1",378995,379465,"+","30S ribosomal protein S7"
"327","N16961_01845","NC_002505.1",379541,381637,"+","elongation factor G"
"328","N16961_01850","NC_002505.1",381760,382944,"+","elongation factor Tu"
"329","N16961_01855","NC_002505.1",383247,383435,"+","Bacterioferritin-associated ferredoxin"
"330","N16961_01860","NC_002505.1",383505,383981,"+","bacterioferritin"
"331","N16961_01865","NC_002505.1",384193,384561,"+","30S ribosomal protein S6"
"332","N16961_01870","NC_002505.1",384569,384871,"+","primosomal replication protein N"
"333","N16961_01875","NC_002505.1",384887,385114,"+","30S ribosomal protein S18"
"334","N16961_01880","NC_002505.1",385148,385597,"+","50S ribosomal protein L9"
"335","N16961_01885","NC_002505.1",385659,386423,"-","Putative salt-induced outer membrane protein YdiY"
"336","N16961_01890","NC_002505.1",386594,388000,"+","replicative DNA helicase"
"337","N16961_01895","NC_002505.1",388005,389099,"+","alanine racemase"
"338","N16961_01900","NC_002505.1",389182,389601,"-","Thiamin phosphate synthase YjbQ, UPF0047 family"
"339","N16961_01905","NC_002505.1",389886,391538,"+","glucose-6-phosphate isomerase"
"340","N16961_01910","NC_002505.1",391741,392919,"+","L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily"
"341","N16961_01915","NC_002505.1",393036,393497,"-","Chemotaxis protein CheX, a CheY~P-specific phosphatase"
"342","N16961_01920","NC_002505.1",393507,393971,"-","zinc uptake transcriptional repressor Zur"
"343","N16961_01925","NC_002505.1",394329,395312,"+","tRNA dihydrouridine(20/20a) synthase DusA"
"344","N16961_01930","NC_002505.1",395473,395685,"+","Phage shock protein G"
"345","N16961_01935","NC_002505.1",395774,396439,"+","ABC-type Fe3+-hydroxamate transport system component"
"346","N16961_01940","NC_002505.1",396560,396790,"+","Thymidylate kinase"
"347","N16961_01945","NC_002505.1",396897,398720,"+","assimilatory sulfite reductase (NADPH) flavoprotein subunit"
"348","N16961_01950","NC_002505.1",398720,400453,"+","assimilatory sulfite reductase (NADPH) hemoprotein subunit"
"349","N16961_01955","NC_002505.1",400446,401207,"+","phosphoadenylyl-sulfate reductase"
"350","N16961_01990","NC_002505.1",407506,408840,"-","NhaP-type Na+/H+ or K+/H+ antiporter"
"351","N16961_01995","NC_002505.1",409037,412717,"+","methionine synthase"
"352","N16961_02000","NC_002505.1",412790,414145,"-","lysine-sensitive aspartokinase 3"
"353","N16961_02005","NC_002505.1",414609,415727,"+","Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG"
"354","N16961_02010","NC_002505.1",415806,417590,"-","oligosaccharyltransferase"
"355","N16961_02015","NC_002505.1",417655,420477,"-","excinuclease ABC subunit UvrA"
"356","N16961_02020","NC_002505.1",420633,421508,"-","UTP--glucose-1-phosphate uridylyltransferase GalU"
"357","N16961_02025","NC_002505.1",421678,422322,"-","DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains"
"358","N16961_02030","NC_002505.1",422614,423147,"+","Single-stranded DNA-binding protein"
"359","N16961_02035","NC_002505.1",423271,425283,"+","MSHA biogenesis protein MshH"
"360","N16961_02040","NC_002505.1",425296,426735,"+","MSHA biogenesis protein MshI"
"361","N16961_02045","NC_002505.1",426732,427382,"+","MSHA biogenesis protein MshJ"
"362","N16961_02050","NC_002505.1",427375,427692,"+","MSHA biogenesis protein MshK"
"363","N16961_02055","NC_002505.1",427707,429386,"+","MSHA biogenesis protein MshL"
"364","N16961_02060","NC_002505.1",429391,430236,"+","MSHA biogenesis protein MshM"
"365","N16961_02065","NC_002505.1",430233,431384,"+","MSHA biogenesis protein MshN"
"366","N16961_02070","NC_002505.1",431374,433101,"+","MSHA biogenesis protein MshE"
"367","N16961_02075","NC_002505.1",433110,434333,"+","MSHA biogenesis protein MshG"
"368","N16961_02080","NC_002505.1",434336,434788,"+","MSHA biogenesis protein MshF"
"369","N16961_02085","NC_002505.1",434833,435423,"+","MSHA pilin protein MshB"
"370","N16961_02090","NC_002505.1",435458,435985,"+","MSHA pilin protein MshA"
"371","N16961_02095","NC_002505.1",436022,436510,"+","MSHA pilin protein MshC"
"372","N16961_02100","NC_002505.1",436500,437069,"+","MSHA pilin protein MshD"
"373","N16961_02105","NC_002505.1",437069,437839,"+","Type II secretory pathway, pseudopilin PulG"
"374","N16961_02110","NC_002505.1",437811,438236,"+","MSHA biogenesis protein MshP"
"375","N16961_02115","NC_002505.1",438229,441987,"+","MshQ"
"376","N16961_02120","NC_002505.1",442155,443198,"+","Cell shape-determining protein MreB"
"377","N16961_02125","NC_002505.1",443255,444145,"+","rod shape-determining protein MreC"
"378","N16961_02130","NC_002505.1",444132,444620,"+","rod shape-determining protein MreD"
"379","N16961_02135","NC_002505.1",444617,445180,"+","dTTP/UTP pyrophosphatase"
"380","N16961_02140","NC_002505.1",445206,446675,"+","ribonuclease G"
"381","N16961_02145","NC_002505.1",446724,450563,"+","YhdP family protein"
"382","N16961_02150","NC_002505.1",450572,451399,"+","Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate"
"383","N16961_02155","NC_002505.1",451399,452844,"+","metalloprotease TldD"
"384","N16961_02160","NC_002505.1",452940,454163,"-","arginine deiminase"
"385","N16961_02165","NC_002505.1",454890,455312,"+","ribonuclease E inhibitor RraB"
"386","N16961_02170","NC_002505.1",455459,456256,"+","Beta-galactosidase"
"387","N16961_02175","NC_002505.1",456325,456708,"-","DUF2061 domain-containing protein"
"388","N16961_02180","NC_002505.1",456859,457296,"-","Nucleotide-binding universal stress protein, UspA family"
"389","N16961_02185","NC_002505.1",457418,459982,"-","TRAP-type uncharacterized transport system, fused permease components"
"390","N16961_02190","NC_002505.1",460153,461121,"-","TRAP-type uncharacterized transport system, periplasmic component"
"391","N16961_02195","NC_002505.1",461445,461915,"-","transcriptional regulator ArgR"
"392","N16961_02200","NC_002505.1",462243,463178,"+","malate dehydrogenase"
"393","N16961_02205","NC_002505.1",463652,465058,"+","Serine transporter YbeC, amino acid:H+ symporter family"
"394","N16961_02210","NC_002505.1",465207,466178,"-","octaprenyl diphosphate synthase"
"395","N16961_02215","NC_002505.1",466449,466760,"+","50S ribosomal protein L21"
"396","N16961_02220","NC_002505.1",466781,467041,"+","50S ribosomal protein L27"
"397","N16961_02225","NC_002505.1",467264,468436,"+","Obg family GTPase CgtA"
"398","N16961_02230","NC_002505.1",468558,469319,"+","DUF1212 domain-containing protein"
"399","N16961_02235","NC_002505.1",469319,469792,"+","DUF3815 domain-containing protein"
"400","N16961_02240","NC_002505.1",469805,470302,"+","type 3 dihydrofolate reductase"
"401","N16961_02245","NC_002505.1",470451,471260,"-","symmetrical bis(5'-nucleosyl)-tetraphosphatase"
"402","N16961_02250","NC_002505.1",471271,471651,"-","Co2+/Mg2+ efflux protein ApaG"
"403","N16961_02255","NC_002505.1",471723,472538,"-","16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA"
"404","N16961_02260","NC_002505.1",472552,473544,"-","4-hydroxythreonine-4-phosphate dehydrogenase PdxA"
"405","N16961_02265","NC_002505.1",473534,474829,"-","peptidylprolyl isomerase SurA"
"406","N16961_02270","NC_002505.1",474882,477233,"-","LPS assembly protein LptD"
"407","N16961_02275","NC_002505.1",477392,478246,"+","co-chaperone DjlA"
"408","N16961_02305","NC_002505.1",479294,480919,"-","Signal transduction histidine kinase"
"409","N16961_02330","NC_002505.1",481683,482810,"-","membrane-bound lytic murein transglycosylase MltC"
"410","N16961_02335","NC_002505.1",482912,483184,"-","oxidative damage protection protein"
"411","N16961_02340","NC_002505.1",483198,484259,"-","A/G-specific adenine glycosylase"
"412","N16961_02345","NC_002505.1",484499,485218,"+","tRNA (guanosine(46)-N7)-methyltransferase TrmB"
"413","N16961_02350","NC_002505.1",485329,486249,"+","glutaminase B"
"414","N16961_02355","NC_002505.1",486470,487645,"-","radical SAM family heme chaperone HemW"
"415","N16961_02360","NC_002505.1",487639,488241,"-","XTP/dITP diphosphatase"
"416","N16961_02365","NC_002505.1",488311,488742,"-","DUF4426 domain-containing protein"
"417","N16961_02370","NC_002505.1",488788,489078,"-","DUF167 domain-containing protein"
"418","N16961_02375","NC_002505.1",489078,489635,"-","Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family"
"419","N16961_02380","NC_002505.1",489689,490507,"-","pyrroline-5-carboxylate reductase"
"420","N16961_02385","NC_002505.1",490560,491270,"-","Pyridoxal phosphate homeostasis protein"
"421","N16961_02390","NC_002505.1",491296,492333,"+","Type IV pilus assembly protein PilT, pilus retraction ATPase"
"422","N16961_02395","NC_002505.1",492348,493454,"+","Type IV pilus assembly protein, ATPase PilU"
"423","N16961_02400","NC_002505.1",493572,494369,"+","DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains"
"424","N16961_02405","NC_002505.1",494478,495758,"+","tyrosine--tRNA ligase"
"425","N16961_02410","NC_002505.1",495796,496218,"-","Holliday junction resolvase RuvX"
"426","N16961_02415","NC_002505.1",496299,496862,"-","YqgE/AlgH family protein"
"427","N16961_02420","NC_002505.1",496898,497854,"-","glutathione synthase"
"428","N16961_02425","NC_002505.1",497868,498599,"-","16S rRNA (uracil(1498)-N(3))-methyltransferase"
"429","N16961_02430","NC_002505.1",498737,499432,"-","extracellular deoxyribonuclease Dns"
"430","N16961_02435","NC_002505.1",499560,500048,"-","SprT family zinc-dependent metalloprotease"
"431","N16961_02440","NC_002505.1",500170,501327,"-","methionine adenosyltransferase"
"432","N16961_02445","NC_002505.1",501692,503689,"+","transketolase"
"433","N16961_02450","NC_002505.1",503761,504657,"-","Iron-regulated virulence regulatory protein IrgB"
"434","N16961_02455","NC_002505.1",504802,506760,"+","ligand-gated channel protein"
"435","N16961_02460","NC_002505.1",506849,507937,"+","erythrose-4-phosphate dehydrogenase"
"436","N16961_02465","NC_002505.1",508086,509249,"+","Phosphoglycerate kinase"
"437","N16961_02470","NC_002505.1",509405,510481,"+","class II fructose-bisphosphate aldolase"
"438","N16961_02475","NC_002505.1",510777,511640,"+","Small-conductance mechanosensitive channel"
"439","N16961_02480","NC_002505.1",511704,512339,"-","Arginine exporter protein ArgO"
"440","N16961_02485","NC_002505.1",512504,513400,"+","HTH-type transcriptional regulator ArgP"
"441","N16961_02490","NC_002505.1",513501,514196,"+","oxidative stress defense protein"
"442","N16961_02495","NC_002505.1",514529,514660,"+","hypothetical protein"
"443","N16961_02500","NC_002505.1",514732,516144,"-","pyruvate kinase PykF"
"444","N16961_02505","NC_002505.1",516572,517342,"+","DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family"
"445","N16961_02510","NC_002505.1",517405,519237,"+","glutamine--fructose-6-phosphate transaminase (isomerizing)"
"446","N16961_02515","NC_002505.1",519298,520377,"-","TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component"
"447","N16961_02520","NC_002505.1",520634,522394,"-","Putative hemolysin"
"448","N16961_02525","NC_002505.1",523156,525117,"-","Plasmid-related protein"
"449","N16961_02530","NC_002505.1",525118,525630,"-","ABC-three component (ABC-3C) system Middle Component 3"
"450","N16961_02535","NC_002505.1",525623,526789,"-","ABC-three component systems C-terminal domain-containing protein"
"451","N16961_02540","NC_002505.1",527045,527920,"-","MarR family transcriptional regulator"
"452","N16961_02545","NC_002505.1",528305,528949,"+","Inovirus Gp2 family protein"
"453","N16961_02550","NC_002505.1",529011,529685,"+","Inovirus Gp2 family protein"
"454","N16961_02555","NC_002505.1",529739,530338,"+","Inovirus Gp2 family protein"
"455","N16961_02560","NC_002505.1",530402,530602,"+","DNA-binding transcriptional regulator AlpA"
"456","N16961_02565","NC_002505.1",530684,531124,"+","Ribonuclease HI"
"457","N16961_02570","NC_002505.1",531436,531924,"-","IS3 family transposase"
"458","N16961_02575","NC_002505.1",532244,532396,"-","Transposase"
"459","N16961_02580","NC_002505.1",533360,533809,"-","Transposase"
"460","N16961_02585","NC_002505.1",534198,534722,"-","Type II secretory pathway, pseudopilin PulG"
"461","N16961_02590","NC_002505.1",535418,536698,"+","Cell division protein YtfB/OapA (opacity-associated protein A)"
"462","N16961_02595","NC_002505.1",536876,537103,"-","DUF2282 domain-containing protein"
"463","N16961_02600","NC_002505.1",537151,537519,"-","Lipoprotein"
"464","N16961_02605","NC_002505.1",537550,538284,"-","WYL domain-containing protein"
"465","N16961_02610","NC_002505.1",538603,539046,"-","DUF2787 domain-containing protein"
"466","N16961_02615","NC_002505.1",539097,539534,"-","DUF2787 domain-containing protein"
"467","N16961_02620","NC_002505.1",539531,540004,"-","UPF0758 protein VC_0510"
"468","N16961_02625","NC_002505.1",540631,540879,"+","(pseudo) Transposon Tn7 transposition protein tnsB"
"469","N16961_02630","NC_002505.1",541331,542908,"+","PAS domain"
"470","N16961_02635","NC_002505.1",544380,545177,"+","AraC-type DNA-binding domain and AraC-containing proteins"
"471","N16961_02640","NC_002505.1",545174,547054,"+","Methyl-accepting chemotaxis protein (MCP)"
"472","N16961_02645","NC_002505.1",547158,548390,"+","c-di-GMP phosphodiesterase YuxH/PdeH, contains EAL and HDOD domains"
"473","N16961_02650","NC_002505.1",548780,550021,"-","Integrase/recombinase, includes phage integrase"
"474","N16961_02660","NC_002505.1",550407,552284,"-","RNA polymerase sigma factor RpoD"
"475","N16961_02665","NC_002505.1",552383,553567,"-","DNA primase"
"476","N16961_02670","NC_002505.1",553561,554145,"-","CHC2 zinc finger domain-containing protein"
"477","N16961_02675","NC_002505.1",554235,554678,"-","Uncharacterized conserved protein YqeY, may have tRNA amino acid amidase activity"
"478","N16961_02680","NC_002505.1",554708,554923,"-","30S ribosomal protein S21"
