Chromosome;Feature_name;Start;Stop;Strand;Type;Counts;CPM;Gene;Bakta Annotation
NC_002505.1;N16961_05525;1170719;1171684;+;cds;0;0;;ABC-type uncharacterized transport system, periplasmic component
NC_002505.1;N16961_05530;1171799;1172743;+;cds;0;0;;ABC-type uncharacterized transport system, permease component
NC_002505.1;N16961_05535;1172740;1173534;+;cds;0;0;phnK;ABC-type uncharacterized transport system, ATPase component
NC_002505.1;N16961_05540;1173701;1175170;+;cds;0;0;gGDEF;GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
NC_002506.1;N16961_14290;117393;118871;+;cds;0;0;tssC;type VI secretion system tubule-forming protein VipB
NC_002505.1;N16961_05545;1175203;1176153;-;cds;0;0;dusC;tRNA dihydrouridine(16) synthase DusC
NC_002505.1;N16961_05550;1176340;1176960;+;cds;0;0;yecA;UPF0149 protein
NC_002505.1;N16961_05555;1177056;1177652;+;cds;0;0;lolA;outer membrane lipoprotein chaperone LolA
NC_002505.1;N16961_05560;1177677;1179026;+;cds;2;27.73617;rarA;Replication-associated recombination protein RarA (DNA-dependent ATPase)
NC_002505.1;N16961_05565;1179130;1180437;+;cds;0;0;serS;serine--tRNA ligase
NC_002505.1;N16961_05570;1180544;1181824;-;cds;0;0;bioA;adenosylmethionine--8-amino-7-oxononanoate transaminase
NC_002505.1;N16961_05575;1181957;1183009;+;cds;0;0;bioB;biotin synthase BioB
NC_002505.1;N16961_05580;1182993;1184147;+;cds;1;13.86809;bioF;8-amino-7-oxononanoate synthase
NC_002505.1;N16961_05585;1184150;1184947;+;cds;1;13.86809;bioF;8-amino-7-oxononanoate synthase
NC_002505.1;N16961_05590;1184944;1185639;+;cds;0;0;bioD;dethiobiotin synthase
NC_002505.1;N16961_05595;1185721;1185891;-;cds;0;0;htpX;Heat-shock protein HtpX
NC_002505.1;N16961_05600;1186157;1187020;+;cds;0;0;htpX;protease HtpX
NC_002505.1;N16961_00595;118690;119004;-;cds;0;0;cyaY;iron donor protein CyaY
NC_002505.1;N16961_05605;1187239;1187658;+;cds;0;0;yesE;Ketosteroid isomerase-related protein
NC_002505.1;N16961_05610;1187655;1188380;+;cds;0;0;yqjQ;SDR family oxidoreductase
NC_002505.1;N16961_05615;1188394;1189671;+;cds;0;0;ppro0129;putative flavin-containing amine oxidase
NC_002506.1;N16961_14295;118874;119311;+;cds;0;0;tssE;type VI secretion system protein
NC_002505.1;N16961_05620;1189671;1190480;+;cds;0;0;;DUF1365 domain-containing protein
NC_002505.1;N16961_05625;1190470;1191711;+;cds;0;0;cfa;Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases
NC_002505.1;N16961_05630;1191714;1192253;+;cds;0;0;;DUF2878 domain-containing protein
NC_002505.1;N16961_05635;1192216;1192752;+;cds;0;0;;Chalcone isomerase domain-containing protein
NC_002505.1;N16961_00600;119229;120482;+;cds;0;0;lysA;diaminopimelate decarboxylase
NC_002505.1;N16961_05640;1192749;1193276;+;cds;0;0;;Lipoprotein
NC_002506.1;N16961_14300;119317;121086;+;cds;0;0;tssF;type VI secretion system protein VasA
NC_002505.1;N16961_05645;1193367;1194737;-;cds;0;0;purB;adenylosuccinate lyase
NC_002505.1;N16961_05650;1194795;1195412;-;cds;0;0;hflD;high frequency lysogenization protein HflD
NC_002505.1;N16961_05655;1195435;1196550;-;cds;0;0;mnmA;tRNA 2-thiouridine(34) synthase MnmA
NC_002505.1;N16961_05660;1196815;1198119;+;cds;0;0;rbsK;Sugar or nucleoside kinase, ribokinase family
NC_002505.1;N16961_05665;1198167;1198574;-;cds;0;0;hns;DNA-binding protein H-NS
NC_002505.1;N16961_05670;1199268;1200869;+;cds;0;0;tet(35);Na+/H+ antiporter NhaC/MleN
NC_002505.1;N16961_05675;1201278;1202174;+;cds;0;0;hisG;ATP phosphoribosyltransferase
NC_002505.1;N16961_05680;1202179;1203474;+;cds;0;0;hisD;Histidinol dehydrogenase
NC_002505.1;N16961_05685;1203478;1204518;+;cds;0;0;hisC;histidinol-phosphate transaminase
NC_002505.1;N16961_05690;1204570;1205643;+;cds;0;0;hisB;bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB
NC_002505.1;N16961_00605;120494;121324;+;cds;0;0;dapF;diaminopimelate epimerase
NC_002505.1;N16961_05695;1205643;1206254;+;cds;0;0;hisH;imidazole glycerol phosphate synthase subunit HisH
NC_002505.1;N16961_05700;1206297;1207034;+;cds;0;0;hisA;1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
NC_002505.1;N16961_05705;1207016;1207789;+;cds;0;0;hisF1;Imidazole glycerol phosphate synthase subunit hisF1
NC_002505.1;N16961_05710;1207786;1208418;+;cds;0;0;hisIE;bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
NC_002505.1;N16961_05720;1208619;1209344;-;cds;0;0;rluE;23S rRNA pseudouridine(2457) synthase RluE
NC_002505.1;N16961_05725;1209652;1211877;+;cds;0;0;icdM;NADP-dependent isocitrate dehydrogenase
NC_002506.1;N16961_14305;121050;122066;+;cds;0;0;tssG;type VI secretion system protein VasB
NC_002505.1;N16961_05730;1211976;1212197;-;cds;0;0;cspD;cold shock domain-containing protein CspD
NC_002505.1;N16961_05735;1212670;1212990;+;cds;0;0;clpS;ATP-dependent Clp protease adapter ClpS
NC_002505.1;N16961_05740;1213029;1215299;+;cds;0;0;clpA;ATP-dependent Clp protease ATP-binding subunit ClpA
NC_002505.1;N16961_00610;121338;122036;+;cds;0;0;yigA;DUF484 domain-containing protein
NC_002505.1;N16961_05745;1215368;1217044;-;cds;0;0;ybjL;aspartate:alanine antiporter
NC_002505.1;N16961_05750;1217246;1217509;-;cds;0;0;grx;GrxA family glutaredoxin
NC_002505.1;N16961_05755;1217818;1219065;+;cds;0;0;eutG;Alcohol dehydrogenase, class IV
NC_002505.1;N16961_05760;1219156;1220010;-;cds;0;0;rpiR;DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains
NC_002505.1;N16961_00615;122005;122940;+;cds;0;0;xerC;tyrosine recombinase XerC
NC_002505.1;N16961_05765;1220318;1221964;-;cds;0;0;panP;putative pyridoxal-dependent aspartate 1-decarboxylase
NC_002506.1;N16961_14310;122069;123556;+;cds;0;0;vasC;type VI secretion system protein VasC
NC_002505.1;N16961_05770;1222074;1222583;-;cds;0;0;;Iron-regulated protein A
NC_002505.1;N16961_05775;1222772;1223677;-;cds;0;0;lysO;DUF340 domain-containing protein
NC_002505.1;N16961_05780;1223698;1224618;-;cds;0;0;hDOD;HD-like signal output (HDOD) domain, no enzymatic activity
NC_002505.1;N16961_05785;1224996;1225583;+;cds;0;0;tfoX;Transcriptional regulator of competence genes, TfoX/Sxy family
NC_002505.1;N16961_05790;1225679;1226227;-;cds;0;0;;Outer membrane protein beta-barrel domain-containing protein
NC_002505.1;N16961_05795;1226418;1226915;-;cds;0;0;citB;DNA-binding response regulator DpiB of citrate/malate metabolism
NC_002505.1;N16961_05800;1226912;1228108;-;cds;1;13.86809;;histidine kinase
NC_002506.1;N16961_13830;12271;14724;+;cds;0;0;glgP;Glucan phosphorylase
NC_002505.1;N16961_05805;1228096;1228866;-;cds;1;13.86809;;Response regulator
NC_002505.1;N16961_05810;1229089;1230354;+;cds;0;0;ydgA;DUF945 domain-containing protein
NC_002505.1;N16961_00620;122943;123662;+;cds;0;0;yigB;5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
NC_002505.1;N16961_05815;1230476;1231570;+;cds;0;0;serC;3-phosphoserine/phosphohydroxythreonine transaminase
NC_002505.1;N16961_05820;1231651;1232640;-;cds;0;0;lysX;Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily
NC_002505.1;N16961_05825;1232640;1234148;-;cds;0;0;;Gonadoliberin III
NC_002505.1;N16961_05830;1234157;1234894;-;cds;0;0;;ATP-dependent Zn protease
NC_002505.1;N16961_05835;1235014;1235985;-;cds;0;0;cmoB;tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB
NC_002506.1;N16961_14315;123559;124035;+;cds;0;0;vasD;type VI secretion system protein VasD
NC_002505.1;N16961_05840;1236097;1236825;-;cds;0;0;cmoA;carboxy-S-adenosyl-L-methionine synthase CmoA
NC_002505.1;N16961_05845;1236963;1237832;-;cds;0;0;yecE;Sugar isomerase-related protein YecE, UPF0759/DUF72 family
NC_002505.1;N16961_00625;123772;126261;+;cds;2;27.73617;cdpA;Cyclic di-GMP phosphodiesterase CdpA
NC_002505.1;N16961_05850;1238124;1239899;+;cds;0;0;aspS;aspartate--tRNA ligase
NC_002505.1;N16961_05855;1239996;1240574;+;cds;0;0;tdk;thymidine kinase
NC_002506.1;N16961_14320;124042;125376;+;cds;0;0;vasE;type VI secretion system protein VasE
NC_002505.1;N16961_05860;1240676;1242052;-;cds;0;0;gltP;Na+/H+-dicarboxylate symporter
NC_002505.1;N16961_05865;1242248;1243054;-;cds;0;0;trpA;tryptophan synthase subunit alpha
NC_002505.1;N16961_05870;1243054;1244244;-;cds;0;0;trpB;tryptophan synthase subunit beta
NC_002505.1;N16961_05875;1244285;1245694;-;cds;0;0;trpF;bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF
NC_002505.1;N16961_05880;1245700;1246698;-;cds;0;0;trpD;Anthranilate phosphoribosyltransferase
NC_002505.1;N16961_05885;1246719;1247324;-;cds;0;0;trpG;Anthranilate synthase component 2
NC_002505.1;N16961_05890;1247327;1248898;-;cds;0;0;trpE;anthranilate synthase component 1
NC_002505.1;N16961_05895;1249234;1250106;+;cds;0;0;yciV;5'-3' exoribonuclease TrpH/YciV (RNase AM), contains PHP domain
NC_002505.1;N16961_05900;1250109;1250729;+;cds;2;27.73617;tsaC;L-threonylcarbamoyladenylate synthase
NC_002505.1;N16961_05905;1250862;1251827;+;cds;0;0;rluB;23S rRNA pseudouridine(2605) synthase RluB
NC_002505.1;N16961_05910;1251995;1253716;-;cds;0;0;cydC;cysteine/glutathione ABC transporter ATP-binding protein/permease CydC
NC_002505.1;N16961_05915;1253709;1255496;-;cds;0;0;cydD;cysteine/glutathione ABC transporter permease/ATP-binding protein CydD
NC_002506.1;N16961_14325;125379;126152;+;cds;0;0;vasF;type VI secretion system protein VasF
NC_002505.1;N16961_05920;1255616;1256572;-;cds;0;0;trxB;thioredoxin-disulfide reductase
NC_002505.1;N16961_05925;1257050;1257706;+;cds;0;0;;putative dioxygenase, 2-oxoglutarate and Fe-dependent (2OG-Fe) dioxygenase superfamily
NC_002505.1;N16961_05930;1257690;1258931;+;cds;0;0;csdA;Selenocysteine lyase/Cysteine desulfurase
NC_002505.1;N16961_05935;1259189;1260520;+;cds;0;0;gGDEF;GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
NC_002505.1;N16961_05940;1260621;1261385;-;cds;0;0;sanA;Uncharacterized periplasmic protein SanA, affects membrane permeability for vancomycin
NC_002505.1;N16961_05945;1261358;1261687;-;cds;0;0;;DUF3392 domain-containing protein
NC_002505.1;N16961_05950;1261730;1263418;-;cds;0;0;maeA;NAD-dependent malic enzyme
NC_002506.1;N16961_14330;126178;128787;+;cds;0;0;vasG;type VI secretion system AAA+ family ATPase
NC_002505.1;N16961_00630;126294;126890;-;cds;0;0;tapT;tRNA U47 aminocarboxypropyltransferaseTapT/TuaA/ YfiP, DTW domain
NC_002505.1;N16961_05955;1263884;1264234;+;cds;0;0;;Transporter
NC_002505.1;N16961_05960;1264436;1265542;-;cds;0;0;purC;phosphoribosylaminoimidazolesuccinocarboxamide synthase
NC_002505.1;N16961_05965;1265708;1266106;-;cds;0;0;;Helicase
NC_002505.1;N16961_05970;1266398;1266580;-;cds;0;0;;Phage protein
NC_002505.1;N16961_05975;1266731;1267747;-;cds;0;0;tPR;TPR repeat
NC_002505.1;N16961_05980;1267848;1268519;-;cds;0;0;ompA;Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins
NC_002505.1;N16961_05985;1268619;1269302;-;cds;0;0;;DUF2786 domain-containing protein
NC_002505.1;N16961_00635;126887;128431;-;cds;0;0;;Uncharacterized membrane protein
NC_002505.1;N16961_05990;1269433;1270116;-;cds;0;0;cheX;Chemotaxis protein CheX
NC_002505.1;N16961_05995;1270329;1273364;+;cds;0;0;glcD;FAD/FMN-containing lactate dehydrogenase/glycolate oxidase
NC_002505.1;N16961_06000;1273420;1273881;+;cds;0;0;sTE14;Protein-S-isoprenylcysteine O-methyltransferase Ste14
NC_002505.1;N16961_06005;1274131;1275342;+;cds;0;0;vesB;GlyGly-anchored extracellular serine protease VesB
NC_002505.1;N16961_06010;1275417;1276142;-;cds;0;0;;DUF3581 domain-containing protein
NC_002505.1;N16961_06015;1276291;1277826;-;cds;0;0;hutH;histidine ammonia-lyase
NC_002505.1;N16961_06020;1277838;1279535;-;cds;0;0;hutU;urocanate hydratase
NC_002505.1;N16961_06025;1279554;1280564;-;cds;0;0;hutG;formimidoylglutamase
NC_002505.1;N16961_06030;1280554;1281762;-;cds;0;0;hutI;imidazolonepropionase
NC_002505.1;N16961_06035;1281866;1282576;-;cds;0;0;hutC;histidine utilization repressor
NC_002505.1;N16961_06040;1282693;1283640;-;cds;0;0;;DUF3187 domain-containing protein
NC_002505.1;N16961_06045;1283779;1284099;-;cds;0;0;yciU;HI1450 family dsDNA-mimic protein
NC_002505.1;N16961_06050;1284104;1284670;-;cds;0;0;yeiP;elongation factor P-like protein YeiP
NC_002505.1;N16961_06055;1284889;1285656;+;cds;1;13.86809;;Nucleotidyltransferase domain-containing protein
NC_002505.1;N16961_06060;1285765;1287864;+;cds;2;27.73617;eAL;EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)
NC_002505.1;N16961_00640;128715;129542;-;cds;0;0;cof;Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
NC_002505.1;N16961_06065;1287836;1290199;-;cds;0;0;polB;DNA polymerase II
NC_002506.1;N16961_14335;128790;130382;+;cds;0;0;vasH;sigma-54 dependent T6SS transcriptional regulator VasH
NC_002505.1;N16961_06070;1290575;1291219;+;cds;0;0;uvrY;UvrY/SirA/GacA family response regulator transcription factor
NC_002505.1;N16961_06075;1291219;1293051;+;cds;0;0;uvrC;excinuclease ABC subunit UvrC
NC_002505.1;N16961_06080;1293099;1293656;+;cds;0;0;pgsA;CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
NC_002505.1;N16961_06105;1294549;1295667;+;cds;0;0;;Hemerythrin
NC_002505.1;N16961_06110;1295664;1296149;-;cds;0;0;argA;N-acetylglutamate synthase or related acetyltransferase, GNAT family
NC_002505.1;N16961_06115;1296440;1297423;+;cds;0;0;pheS;phenylalanine--tRNA ligase subunit alpha
NC_002505.1;N16961_00645;129657;130673;-;cds;0;0;pldB;Lysophospholipase, alpha-beta hydrolase superfamily
NC_002505.1;N16961_06120;1297450;1299837;+;cds;0;0;pheT;phenylalanine--tRNA ligase subunit beta
NC_002505.1;N16961_06125;1300276;1300572;+;cds;0;0;ihfA;integration host factor subunit alpha
NC_002505.1;N16961_06130;1300701;1301480;-;cds;0;0;relV;(p)ppGpp synthetase RelV
NC_002505.1;N16961_06135;1301547;1301651;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_06145;1301949;1302605;+;cds;0;0;tpm;thiopurine S-methyltransferase
NC_002505.1;N16961_06150;1302698;1303873;-;cds;0;0;purT;phosphoribosylglycinamide formyltransferase 2
NC_002506.1;N16961_14340;130379;131035;+;cds;0;0;vasI;type VI secretion system protein VasI
NC_002505.1;N16961_06155;1304027;1304902;-;cds;0;0;yfdV;putative permease, AEC (auxin efflux carrier) family
NC_002505.1;N16961_06160;1305061;1305948;-;cds;0;0;cdd;cytidine deaminase
NC_002505.1;N16961_06165;1306118;1306792;-;cds;0;0;lrgB;Putative effector of murein hydrolase
NC_002505.1;N16961_06170;1306783;1307124;-;cds;0;0;yohJ;UPF0299 membrane protein VCM66_1188
NC_002505.1;N16961_06175;1307189;1308613;-;cds;0;0;sbcB;exodeoxyribonuclease I
NC_002505.1;N16961_00650;130748;131365;+;cds;0;0;rhtB;homoserine/homoserine lactone efflux protein
NC_002505.1;N16961_06180;1308759;1310132;-;cds;0;0;tcyP;L-cystine transporter TcyP, sodium:dicarboxylate symporter family
NC_002506.1;N16961_14345;131045;132454;+;cds;0;0;vasJ;TssA family type VI secretion system protein VasJ
NC_002505.1;N16961_06185;1310478;1310924;+;cds;0;0;msrB;Peptide methionine sulfoxide reductase MsrB
NC_002505.1;N16961_06195;1311535;1312560;+;cds;0;0;cobT;nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
NC_002505.1;N16961_06200;1312560;1313345;+;cds;0;0;cobS;adenosylcobinamide-GDP ribazoletransferase
NC_002505.1;N16961_06205;1313354;1313893;+;cds;0;0;cobU;bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
NC_002505.1;N16961_00655;131385;132611;+;cds;0;0;cdgJ;Cyclic di-GMP phosphodiesterase CdgJ
NC_002505.1;N16961_06210;1313900;1314502;+;cds;0;0;cobC;Broad specificity phosphatase PhoE
NC_002505.1;N16961_06215;1314818;1315846;+;cds;0;0;astE;Succinylglutamate desuccinylase
NC_002505.1;N16961_06220;1315915;1316922;+;cds;0;0;btuC;vitamin B12 ABC transporter permease BtuC
NC_002505.1;N16961_06225;1316909;1317664;+;cds;0;0;btuD;vitamin B12 ABC transporter ATP-binding protein BtuD
NC_002505.1;N16961_06230;1318049;1318624;-;cds;0;0;;SAM-dependent methyltransferase
NC_002505.1;N16961_06235;1318803;1319153;-;cds;0;0;;DUF2750 domain-containing protein
NC_002505.1;N16961_06240;1319246;1320856;-;cds;0;0;tar;Methyl-accepting chemotaxis protein (MCP)
NC_002505.1;N16961_06245;1321087;1321599;-;cds;0;0;gcvR;Glycine cleavage system regulator GcvR
NC_002505.1;N16961_06250;1321865;1322764;-;cds;0;0;;DUF3943 domain-containing protein
NC_002505.1;N16961_06255;1322937;1324175;+;cds;0;0;cinA;ADP-ribose pyrophosphatase domain of DNA damage- and competence-inducible protein CinA
NC_002505.1;N16961_06260;1324425;1324679;+;cds;0;0;;30S ribosomal protein S6 modification protein
NC_002506.1;N16961_14350;132470;136015;+;cds;0;0;vasK;type VI secretion system inner membrane protein VasK
NC_002505.1;N16961_06265;1324877;1325155;-;cds;0;0;yfaE;class I ribonucleotide reductase maintenance protein YfaE
NC_002505.1;N16961_06270;1325155;1326300;-;cds;0;0;nrdB;class Ia ribonucleoside-diphosphate reductase subunit beta
NC_002505.1;N16961_06275;1326384;1328669;-;cds;0;0;nrdA;class 1a ribonucleoside-diphosphate reductase subunit alpha
NC_002505.1;N16961_00660;132791;133261;-;cds;2;27.73617;dps;DNA-binding ferritin-like protein (oxidative damage protectant)
NC_002505.1;N16961_06280;1329118;1329855;-;cds;0;0;ubiG;bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG
NC_002505.1;N16961_06285;1330207;1332891;+;cds;0;0;gyrA;DNA gyrase subunit A
NC_002505.1;N16961_06290;1333119;1334102;+;cds;0;0;trhO;rhodanese-related sulfurtransferase
NC_002505.1;N16961_06295;1334129;1335028;-;cds;0;0;araC;AraC-type DNA-binding domain and AraC-containing proteins
NC_002505.1;N16961_00665;133431;133760;-;cds;2;27.73617;;DUF2500 domain-containing protein
NC_002505.1;N16961_06300;1335279;1336493;+;cds;0;0;araJ;putative arabinose efflux permease AraJ, MFS family
NC_002505.1;N16961_06305;1336676;1336852;+;cds;0;0;;3-demethylubiquinone-9 3-methyltransferase
NC_002505.1;N16961_06310;1337023;1337673;+;cds;0;0;ribA;GTP cyclohydrolase-2
NC_002505.1;N16961_06315;1337854;1339116;+;cds;0;0;irpA;Imelysin-like iron-regulated protein IrpA, duplicated M75 peptidase-like domain
NC_002505.1;N16961_06320;1339323;1340708;+;cds;0;0;;DUF1111 domain-containing protein
NC_002505.1;N16961_00670;133965;134333;+;cds;0;0;;DUF4145 domain-containing protein
NC_002505.1;N16961_06325;1340718;1341725;+;cds;0;0;irpA2;Imelysin-like iron-regulated protein IrpA, duplicated M75 peptidase-like domain
NC_002505.1;N16961_06330;1341706;1342788;+;cds;0;0;;DUF1513 domain-containing protein
NC_002505.1;N16961_06335;1343038;1344609;+;cds;0;0;ycbB;Murein L,D-transpeptidase YcbB/YkuD
NC_002505.1;N16961_06340;1344755;1345303;+;cds;0;0;ycbK;DUF882 domain-containing protein
NC_002505.1;N16961_06345;1345367;1346023;+;cds;0;0;gloB;Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II
NC_002505.1;N16961_06350;1346017;1346691;-;cds;0;0;;DUF2982 domain-containing protein
NC_002505.1;N16961_06355;1346864;1347262;+;cds;0;0;marR;MarR family transcriptional regulator
NC_002505.1;N16961_06360;1347624;1348742;+;cds;0;0;fcbT1;TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component
NC_002505.1;N16961_06365;1348844;1349377;+;cds;0;0;fcbT2;TRAP-type mannitol/chloroaromatic compound transport system, small permease component
NC_002505.1;N16961_06370;1349387;1350670;+;cds;0;0;fcbT3;TRAP-type mannitol/chloroaromatic compound transport system, large permease component
NC_002505.1;N16961_06375;1350777;1352132;+;cds;0;0;;Signal transduction histidine kinase
NC_002505.1;N16961_06380;1352125;1352763;+;cds;0;0;citB;DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains
NC_002505.1;N16961_00675;135216;135839;+;cds;0;0;yhhN;Uncharacterized membrane protein YhhN
NC_002505.1;N16961_06385;1352765;1353244;-;cds;0;0;marR;DNA-binding transcriptional regulator, MarR family
NC_002505.1;N16961_06390;1353619;1355223;+;cds;0;0;betT;Choline-glycine betaine transporter
NC_002505.1;N16961_06395;1355388;1356671;-;cds;0;0;;Chitodextrinase
NC_002505.1;N16961_06400;1356926;1357231;+;cds;0;0;celA;Phosphotransferase system cellobiose-specific component IIB
NC_002505.1;N16961_06405;1357319;1358650;+;cds;0;0;celB;Phosphotransferase system cellobiose-specific component IIC
