# Annotated with Bakta
# Software: v1.9.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	81663	82445	+	N16961_00425	ubiE	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	COG:COG2226, COG:H, EC:2.1.1.163, EC:2.1.1.201, GO:0006744, GO:0008168, GO:0009060, GO:0009234, GO:0032259, GO:0043333, GO:0043770, GO:0102027, GO:0102094, GO:0102955, RefSeq:WP_000132703.1, SO:0001217, UniParc:UPI00000C2BC1, UniRef:UniRef100_A5F4E5, UniRef:UniRef50_Q9K075, UniRef:UniRef90_A5F4E5
contig_1	cds	82454	83077	+	N16961_00430	ubiJ	Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain	COG:COG3165, COG:H, SO:0001217, UniParc:UPI00000C2BC2, UniRef:UniRef100_A0A655V4B9, UniRef:UniRef50_A8T6A3, UniRef:UniRef90_A0A655V4B9
contig_1	cds	83074	84708	+	N16961_00435	ubiB	ubiquinone biosynthesis regulatory protein kinase UbiB	COG:COG0661, COG:HT, EC:2.7.-.-, GO:0004672, GO:0005524, GO:0005886, GO:0006744, GO:0010795, GO:0016310, RefSeq:WP_000801143.1, SO:0001217, UniParc:UPI000013798B, UniRef:UniRef100_Q9KVQ4, UniRef:UniRef50_O07443, UniRef:UniRef90_Q9KVQ4
contig_1	cds	84768	85016	+	N16961_00440	tatA	Sec-independent protein translocase subunit TatA	COG:COG1826, COG:U, GO:0008320, GO:0033281, GO:0043953, RefSeq:WP_000508969.1, SO:0001217, UniParc:UPI00001368FC, UniRef:UniRef100_P57051, UniRef:UniRef50_P69430, UniRef:UniRef90_P57051
contig_1	cds	85020	85421	+	N16961_00445	tatB	Sec-independent protein translocase protein TatB	COG:COG1826, COG:U, GO:0008320, GO:0015031, GO:0015628, GO:0033281, GO:0043953, KEGG:K03117, RefSeq:WP_000459621.1, SO:0001217, UniParc:UPI000013690E, UniRef:UniRef100_P57063, UniRef:UniRef50_P57063, UniRef:UniRef90_P57063
contig_1	cds	85510	86262	+	N16961_00450	tatC	twin-arginine translocase subunit TatC	COG:COG0805, COG:U, GO:0005886, GO:0015628, RefSeq:WP_000099888.1, SO:0001217, UniParc:UPI00000C2BC3, UniRef:UniRef100_A0A085R4Q1, UniRef:UniRef50_P69424, UniRef:UniRef90_D0IMD7
contig_1	cds	86574	87575	+	N16961_00455	mauG	Cytochrome c peroxidase	COG:COG1858, COG:O, RefSeq:WP_000869721.1, SO:0001217, UniParc:UPI00000C2BC4, UniRef:UniRef100_A0A0H6BH84, UniRef:UniRef50_A0A3A1PPQ8, UniRef:UniRef90_A0A0H6BH84
contig_1	cds	87681	89036	-	N16961_00460	dinF	MATE family efflux transporter DinF	COG:COG0534, COG:V, GO:0015297, GO:0016020, GO:0042910, GO:0055085, RefSeq:WP_000052731.1, SO:0001217, UniParc:UPI00005F3339, UniRef:UniRef100_B6CLG3, UniRef:UniRef50_Q5E211, UniRef:UniRef90_A0A0H3AIE5
contig_1	cds	89116	89928	-	N16961_00465	yktD	O-Methyltransferase involved in polyketide biosynthesis	COG:COG3315, COG:Q, RefSeq:WP_001216401.1, SO:0001217, UniParc:UPI0001B1A64F, UniRef:UniRef100_A0A7X3EX04, UniRef:UniRef50_C9QBP7, UniRef:UniRef90_D7HGV1
contig_1	cds	90013	90642	-	N16961_00470	lexA	transcriptional repressor LexA	COG:COG1974, COG:KT, EC:3.4.21.88, GO:0003677, GO:0004252, GO:0006260, GO:0006281, GO:0006282, GO:0006355, GO:0006508, GO:0009432, GO:0045892, RefSeq:WP_000803693.1, SO:0001217, UniParc:UPI000012E5CC, UniRef:UniRef100_A5F4F6, UniRef:UniRef50_A5F4F6, UniRef:UniRef90_A5F4F6
contig_1	cds	90962	93388	+	N16961_00475	plsB	glycerol-3-phosphate 1-O-acyltransferase PlsB	COG:COG2937, COG:I, EC:2.3.1.15, GO:0004366, GO:0005886, GO:0008654, GO:0016024, GO:0102420, RefSeq:WP_001909395.1, SO:0001217, UniParc:UPI000160BE7D, UniRef:UniRef100_Q9KVP8, UniRef:UniRef50_Q66FG9, UniRef:UniRef90_Q9KVP8
contig_1	cds	93464	94318	-	N16961_00480	ubiA	4-hydroxybenzoate octaprenyltransferase	COG:COG0382, COG:H, EC:2.5.1.39, GO:0002083, GO:0005886, GO:0006744, GO:0008412, GO:0047293, RefSeq:WP_000127681.1, SO:0001217, UniParc:UPI00000C2BC7, UniRef:UniRef100_A5F4H4, UniRef:UniRef50_A5F4H4, UniRef:UniRef90_A5F4H4
contig_1	cds	94319	94858	-	N16961_00485	ubiC	putative chorismate pyruvate-lyase	COG:COG3161, COG:H, EC:4.1.3.40, GO:0005829, GO:0006744, GO:0008813, GO:0042866, RefSeq:WP_001072873.1, SO:0001217, UniParc:UPI00005F3336, UniRef:UniRef100_Q9KVP6, UniRef:UniRef50_Q9KVP6, UniRef:UniRef90_Q9KVP6
contig_1	cds	95062	95472	+	N16961_00490	fliL	Flagellar basal body-associated protein FliL	COG:COG1580, COG:N, RefSeq:WP_000920145.1, SO:0001217, UniParc:UPI00000C2BCA, UniRef:UniRef100_A0A085T692, UniRef:UniRef50_A0A1B9P5A1, UniRef:UniRef90_A0A085T692
contig_1	cds	95592	97571	-	N16961_00495	pAS	PAS domain	COG:COG2202, COG:T, RefSeq:WP_000523648.1, SO:0001217, UniParc:UPI00000C2BCB, UniRef:UniRef100_A0A0H6UIY4, UniRef:UniRef50_A0A366AXT5, UniRef:UniRef90_A0A366AXT5
contig_1	cds	97946	98779	-	N16961_00500	glpG	rhomboid family intramembrane serine protease GlpG	COG:COG0705, COG:O, EC:3.4.21.105, GO:0004252, GO:0005886, GO:0019538, RefSeq:WP_000550456.1, SO:0001217, UniParc:UPI00000C2BCC, UniRef:UniRef100_A0A0H6PG55, UniRef:UniRef50_A0A1C3J5L2, UniRef:UniRef90_A0A0H6PG55
contig_1	cds	98786	99106	-	N16961_00505	glpE	thiosulfate sulfurtransferase GlpE	COG:COG0607, COG:P, EC:2.8.1.1, GO:0004792, GO:0005737, GO:0006071, RefSeq:WP_000349528.1, SO:0001217, UniParc:UPI000012B76F, UniRef:UniRef100_A5F4G9, UniRef:UniRef50_A5F4G9, UniRef:UniRef90_A5F4G9
contig_1	cds	99867	100634	-	N16961_00510	tatD	3'->5' ssDNA/RNA exonuclease TatD	COG:COG0084, COG:N, RefSeq:WP_000567380.1, SO:0001217, UniParc:UPI00000C2BCF, UniRef:UniRef100_A0A0H7CHQ6, UniRef:UniRef50_A0A0H7CHQ6, UniRef:UniRef90_A0A0H7CHQ6
contig_1	cds	100811	101854	+	N16961_00515	hemB	porphobilinogen synthase	COG:COG0113, COG:H, EC:4.2.1.24, GO:0003824, GO:0004655, GO:0033014, GO:0046872, RefSeq:WP_000116550.1, SO:0001217, UniParc:UPI00000C2BD1, UniRef:UniRef100_A0A0H6B4S8, UniRef:UniRef50_Q59643, UniRef:UniRef90_A0A191W7C9
contig_1	cds	101961	102389	+	N16961_00520		N-acetyltransferase domain-containing protein	RefSeq:WP_000908387.1, SO:0001217, UniParc:UPI0001B1A64E, UniRef:UniRef100_A0A0H3Q6P0, UniRef:UniRef50_B7VHC9, UniRef:UniRef90_A0A0H3Q6P0
contig_1	ncRNA	102554	102619	+	N16961_00525	ryhB	RyhB RNA	RFAM:RF00057, SO:0000655
contig_1	cds	103098	105902	+	N16961_00530	polA	DNA polymerase I	COG:COG0749, COG:L, EC:2.7.7.7, GO:0003676, GO:0003677, GO:0003887, GO:0006261, GO:0008408, RefSeq:WP_000940283.1, SO:0001217, UniParc:UPI00000C2BD4, UniRef:UniRef100_A0A0K9UQB1, UniRef:UniRef50_Q9F173, UniRef:UniRef90_A0A0H3ALG1
contig_1	ncRNA	106068	106183	+	N16961_00535	Spot_42	Spot 42 RNA	RFAM:RF00021, SO:0000655
contig_1	cds	106649	107311	-	N16961_00540	yihA	ribosome biogenesis GTP-binding protein YihA/YsxC	COG:COG0218, COG:D, GO:0000917, GO:0003924, GO:0005525, GO:0005737, GO:0042254, GO:0043022, GO:0046872, RefSeq:WP_000111625.1, SO:0001217, UniParc:UPI0000129F34, UniRef:UniRef100_Q9KVN0, UniRef:UniRef50_Q8X8H0, UniRef:UniRef90_Q9KVN0
contig_1	cds	107463	108080	+	N16961_00545	cytC553	Cytochrome c553	COG:C, COG:COG2863, RefSeq:WP_000731839.1, SO:0001217, UniParc:UPI0001B1A64D, UniRef:UniRef100_A0A0H3Q5C3, UniRef:UniRef50_A0A290T6T9, UniRef:UniRef90_D2YGV8
contig_1	cds	108282	108920	+	N16961_00550	ubiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	COG:COG2227, COG:H, RefSeq:WP_000549852.1, SO:0001217, UniParc:UPI0001B1A64C, UniRef:UniRef100_A0A0H6RYN1, UniRef:UniRef50_A0A5S9QVR3, UniRef:UniRef90_D7HGT4
contig_1	cds	108920	109468	+	N16961_00555	yihI	Der GTPase-activating protein YihI	COG:COG3078, COG:J, GO:0005096, GO:0042254, KEGG:K09894, RefSeq:WP_000091428.1, SO:0001217, UniParc:UPI00000C2BD9, UniRef:UniRef100_A5F4H7, UniRef:UniRef50_Q87TF6, UniRef:UniRef90_A5F4H7
contig_1	cds	109478	109966	+	N16961_00560		DUF2489 domain-containing protein	RefSeq:WP_001013982.1, SO:0001217, UniParc:UPI00005F32F8, UniRef:UniRef100_A0A1X1LCY1, UniRef:UniRef50_C9QBY9, UniRef:UniRef90_D0IMF7
contig_1	cds	110105	111493	+	N16961_00565	hemN	oxygen-independent coproporphyrinogen III oxidase	COG:COG0635, COG:H, EC:1.3.98.3, GO:0006779, GO:0051989, RefSeq:WP_000100645.1, SO:0001217, UniParc:UPI00005F32F7, UniRef:UniRef100_A0A0H3Q9X6, UniRef:UniRef50_P32131, UniRef:UniRef90_A0A0H3ALP8
contig_1	cds	111557	112753	-	N16961_00570	hemY	Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to protoporphyrinogen oxidase HemY)	COG:COG3071, COG:S, RefSeq:WP_000620221.1, SO:0001217, UniParc:UPI00000C2BDC, UniRef:UniRef100_A0A0H6PFT5, UniRef:UniRef50_A7MXU7, UniRef:UniRef90_A0A0H6PFT5
contig_1	cds	112750	113949	-	N16961_00575	hemX	Proteobacterial HemX domain, involved in 2-ketogluconate production (unrelated to B subtilis HemX, COG0755, no evidence of involvement in heme biosynthesis)	COG:COG2959, COG:R, RefSeq:WP_000183814.1, SO:0001217, UniParc:UPI00000C2BDD, UniRef:UniRef100_A0A0H7D9G8, UniRef:UniRef50_A0A0H7D9G8, UniRef:UniRef90_A0A0H7D9G8
contig_1	cds	113933	114700	-	N16961_00580	hemD	uroporphyrinogen-III synthase	COG:COG1587, COG:H, EC:4.2.1.75, GO:0004852, GO:0006780, RefSeq:WP_000217494.1, SO:0001217, UniParc:UPI00005F32F6, UniRef:UniRef100_A0A0H3QE37, UniRef:UniRef50_C9QBV3, UniRef:UniRef90_A0A655ZQA5
contig_1	cds	114761	115696	-	N16961_00585	hemC	hydroxymethylbilane synthase	COG:COG0181, COG:H, EC:2.5.1.61, GO:0004418, GO:0005737, GO:0006779, GO:0006782, GO:0006783, RefSeq:WP_000141022.1, SO:0001217, UniParc:UPI000012C499, UniRef:UniRef100_Q9KVM1, UniRef:UniRef50_Q9KVM1, UniRef:UniRef90_Q9KVM1
contig_1	cds	115930	118584	+	N16961_00590	cyaA	class I adenylate cyclase	COG:COG3072, COG:T, EC:4.6.1.1, KEGG:K05851, SO:0001217, UniParc:UPI0001B1A64A, UniRef:UniRef100_A0A656AUU0, UniRef:UniRef50_P00936, UniRef:UniRef90_A0A0Q0T7U7
contig_1	cds	118690	119004	-	N16961_00595	cyaY	iron donor protein CyaY	COG:COG1965, COG:P, GO:0005506, GO:0005737, GO:0008199, GO:0016226, RefSeq:WP_001005953.1, SO:0001217, UniParc:UPI00001288AC, UniRef:UniRef100_A5F4I9, UniRef:UniRef50_A5F4I9, UniRef:UniRef90_A5F4I9
contig_1	cds	119229	120482	+	N16961_00600	lysA	diaminopimelate decarboxylase	COG:COG0019, COG:E, EC:4.1.1.20, GO:0008836, GO:0009089, GO:0030170, RefSeq:WP_000384387.1, SO:0001217, UniParc:UPI0000128F78, UniRef:UniRef100_Q9KVL7, UniRef:UniRef50_Q9KVL7, UniRef:UniRef90_Q9KVL7
contig_1	cds	120494	121324	+	N16961_00605	dapF	diaminopimelate epimerase	COG:COG0253, COG:E, EC:5.1.1.7, GO:0005829, GO:0008837, GO:0009089, RefSeq:WP_000545404.1, SO:0001217, UniParc:UPI0000128EC8, UniRef:UniRef100_A5F4I6, UniRef:UniRef50_A5F4I6, UniRef:UniRef90_A5F4I6
contig_1	cds	121338	122036	+	N16961_00610	yigA	DUF484 domain-containing protein	COG:COG3159, COG:S, RefSeq:WP_000084657.1, SO:0001217, UniParc:UPI00000C2BE1, UniRef:UniRef100_A0A0H6F550, UniRef:UniRef50_Q7MQC0, UniRef:UniRef90_D0IMG9
contig_1	cds	122005	122940	+	N16961_00615	xerC	tyrosine recombinase XerC	COG:COG4973, COG:L, GO:0003677, GO:0005737, GO:0006310, GO:0006313, GO:0007059, GO:0009009, GO:0009037, GO:0051301, RefSeq:WP_000786732.1, SO:0001217, UniParc:UPI00000C2BE2, UniRef:UniRef100_A5F4I4, UniRef:UniRef50_Q8D1K0, UniRef:UniRef90_A5F4I4
contig_1	cds	122943	123662	+	N16961_00620	yigB	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	COG:COG1011, COG:H, EC:3.1.3.104, RefSeq:WP_000899908.1, SO:0001217, UniParc:UPI00000C2BE3, UniRef:UniRef100_A0A0H6F6F7, UniRef:UniRef50_Q6LLN8, UniRef:UniRef90_A0A0H6F6F7
contig_1	cds	123772	126261	+	N16961_00625	cdpA	Cyclic di-GMP phosphodiesterase CdpA	COG:COG3287, COG:T, EC:3.1.4.52, GO:0071111, KEGG:K20964, RefSeq:WP_000495585.1, SO:0001217, UniParc:UPI00000C2BE4, UniRef:UniRef100_Q9KVL2, UniRef:UniRef50_Q9KVL2, UniRef:UniRef90_Q9KVL2
contig_1	cds	126294	126890	-	N16961_00630	tapT	tRNA U47 aminocarboxypropyltransferaseTapT/TuaA/ YfiP, DTW domain	COG:COG3148, COG:J, RefSeq:WP_000990418.1, SO:0001217, UniParc:UPI00000C2BE5, UniRef:UniRef100_A0A2V4NK18, UniRef:UniRef50_D0IMH3, UniRef:UniRef90_D7HGR7
contig_1	cds	126887	128431	-	N16961_00635		Uncharacterized membrane protein	COG:COG3650, COG:S, RefSeq:WP_001884305.1, SO:0001217, UniParc:UPI00000C2BE6, UniRef:UniRef100_A0A0H5U1Z5, UniRef:UniRef50_D0WU34, UniRef:UniRef90_D7HGR6
contig_1	cds	128715	129542	-	N16961_00640	cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	COG:COG0561, COG:HR, EC:3.1.3.104, KEGG:K21064, RefSeq:WP_000213463.1, SO:0001217, UniParc:UPI00000C2BE8, UniRef:UniRef100_A0A655ZN84, UniRef:UniRef50_Q6LVV0, UniRef:UniRef90_A0A655ZN84
contig_1	cds	129657	130673	-	N16961_00645	pldB	Lysophospholipase, alpha-beta hydrolase superfamily	COG:COG2267, COG:I, RefSeq:WP_001067680.1, SO:0001217, UniParc:UPI00000D4122, UniRef:UniRef100_Q56636, UniRef:UniRef50_A0A1C7FDJ6, UniRef:UniRef90_A0A655Z244
contig_1	cds	130748	131365	+	N16961_00650	rhtB	homoserine/homoserine lactone efflux protein	COG:COG1280, COG:E, GO:0005886, GO:0006865, GO:0016020, GO:0042968, GO:0042970, KEGG:K05834, RefSeq:WP_000351233.1, SO:0001217, UniParc:UPI00000C2BE9, UniRef:UniRef100_Q9KVK7, UniRef:UniRef50_Q9KVK7, UniRef:UniRef90_Q9KVK7
contig_1	cds	131385	132611	+	N16961_00655	cdgJ	Cyclic di-GMP phosphodiesterase CdgJ	COG:COG3434, COG:T, EC:3.1.4.52, GO:0071111, KEGG:K07181, RefSeq:WP_000288841.1, SO:0001217, UniParc:UPI00005F32F2, UniRef:UniRef100_Q9KVK6, UniRef:UniRef50_Q9KVK6, UniRef:UniRef90_Q9KVK6
contig_1	cds	132791	133261	-	N16961_00660	dps	DNA-binding ferritin-like protein (oxidative damage protectant)	COG:COG0783, COG:PV, RefSeq:WP_000224703.1, SO:0001217, UniParc:UPI00000C2BEC, UniRef:UniRef100_A0A085T698, UniRef:UniRef50_P45173, UniRef:UniRef90_D0IMH9
contig_1	cds	133431	133760	-	N16961_00665		DUF2500 domain-containing protein	RefSeq:WP_001117042.1, SO:0001217, UniParc:UPI00000C2BED, UniRef:UniRef100_A0A085S0E0, UniRef:UniRef50_Q6LVU1, UniRef:UniRef90_A0A5C9T481
contig_1	cds	133965	134333	+	N16961_00670		DUF4145 domain-containing protein	RefSeq:WP_001289435.1, SO:0001217, UniParc:UPI00000C2BEF, UniRef:UniRef100_A0A085SIX3, UniRef:UniRef50_Q6LVU0, UniRef:UniRef90_D0IMI2
contig_1	cds	135216	135839	+	N16961_00675	yhhN	Uncharacterized membrane protein YhhN	COG:COG3714, COG:S, SO:0001217, UniRef:UniRef50_A0A0M0HJS3, UniRef:UniRef90_D7HGQ8
contig_1	cds	135888	136154	-	N16961_00680	yhhL	DUF1145 domain-containing protein	COG:COG3776, COG:S, RefSeq:WP_000645840.1, SO:0001217, UniParc:UPI00000C2BF2, UniRef:UniRef100_A0A085RMU1, UniRef:UniRef50_Q6LVT5, UniRef:UniRef90_D0IMI5
contig_1	cds	136151	136750	-	N16961_00685	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	COG:COG0742, COG:J, EC:2.1.1.171, GO:0031167, GO:0052913, RefSeq:WP_001189766.1, SO:0001217, UniParc:UPI00000C2BF3, UniRef:UniRef100_A0A085T6C5, UniRef:UniRef50_A0A844PCT3, UniRef:UniRef90_A0A8B5VCC9
contig_1	cds	136954	138129	+	N16961_00690	ftsY	signal recognition particle-docking protein FtsY	COG:COG0552, COG:U, GO:0003924, GO:0005047, GO:0009306, RefSeq:WP_000136719.1, SO:0001217, UniParc:UPI00000C2BF4, UniRef:UniRef100_Q9KVJ6, UniRef:UniRef50_Q9KVJ6, UniRef:UniRef90_Q9KVJ6
contig_1	cds	138178	138852	+	N16961_00695	ftsE	cell division ATP-binding protein FtsE	COG:COG2884, COG:D, GO:0000910, GO:0005524, RefSeq:WP_000617864.1, SO:0001217, UniParc:UPI0001B1A636, UniRef:UniRef100_A0A085R4L6, UniRef:UniRef50_P44871, UniRef:UniRef90_F9T6B2
contig_1	cds	138842	139834	+	N16961_00700	ftsX	permease-like cell division protein FtsX	COG:COG2177, COG:D, GO:0000910, RefSeq:WP_000279340.1, SO:0001217, UniParc:UPI00000C2BF6, UniRef:UniRef100_A0A0H6I1B7, UniRef:UniRef50_A0A1R4LIQ5, UniRef:UniRef90_A0A5Q6PFE8
contig_1	cds	140004	140864	+	N16961_00705	rpoH	RNA polymerase sigma factor RpoH	COG:COG0568, COG:K, GO:0003677, GO:0005737, GO:0006352, GO:0009408, GO:0016987, KEGG:K03089, RefSeq:WP_000184359.1, SO:0001217, UniParc:UPI0000134568, UniRef:UniRef100_P50511, UniRef:UniRef50_P50511, UniRef:UniRef90_P50511
contig_1	cds	141066	142466	-	N16961_00710	sthA	Si-specific NAD(P)(+) transhydrogenase	COG:C, COG:COG1249, EC:1.6.1.1, GO:0003957, GO:0005737, GO:0006739, GO:0045454, GO:0050660, KEGG:K00322, RefSeq:WP_000529898.1, SO:0001217, UniParc:UPI00001360F7, UniRef:UniRef100_A5F4K5, UniRef:UniRef50_Q5E212, UniRef:UniRef90_A5F4K5
contig_1	cds	142774	143415	+	N16961_00715	fabR	HTH-type transcriptional repressor FabR	COG:COG1309, COG:K, GO:0003677, RefSeq:WP_000838364.1, SO:0001217, UniParc:UPI00000C2BF7, UniRef:UniRef100_A0A0F2TRF8, UniRef:UniRef50_E1SI66, UniRef:UniRef90_A0A0H0YCN6
contig_1	cds	143455	143826	+	N16961_00720	yijD	YijD family membrane protein	RefSeq:WP_000085813.1, SO:0001217, UniParc:UPI00000C2BF8, UniRef:UniRef100_A0A0H6FAM5, UniRef:UniRef50_Q5E214, UniRef:UniRef90_D7HGP9
contig_1	cds	143863	144972	-	N16961_00725	trmA	tRNA (uridine(54)-C5)-methyltransferase TrmA	COG:COG2265, COG:J, EC:2.1.1.-, EC:2.1.1.35, GO:0006400, GO:0030697, RefSeq:WP_000212218.1, SO:0001217, UniParc:UPI0000137402, UniRef:UniRef100_A5F4M4, UniRef:UniRef50_Q8CX51, UniRef:UniRef90_A5F4M4
contig_1	ncRNA-region	145123	145325	+			Cobalamin riboswitch	RFAM:RF00174, SO:0000035
contig_1	cds	145370	147205	+	N16961_00730	btuB	TonB-dependent vitamin B12 receptor	COG:COG4206, COG:H, GO:0006811, GO:0009279, GO:0015288, GO:0015420, GO:0015889, GO:0019867, GO:0031419, GO:0046930, RefSeq:WP_001172310.1, SO:0001217, UniParc:UPI00000C2BF9, UniRef:UniRef100_A5F4P6, UniRef:UniRef50_A5F4P6, UniRef:UniRef90_A5F4P6
contig_1	cds	147278	148993	-	N16961_00735	aprE	Serine protease, subtilisin family	COG:COG1404, COG:O, SO:0001217, UniParc:UPI000252889C, UniRef:UniRef100_A0A0K9UPA2, UniRef:UniRef50_P16588, UniRef:UniRef90_A0A366ABJ8
contig_1	cds	149278	150075	+	N16961_00740	murI	glutamate racemase	COG:COG0796, COG:M, EC:5.1.1.3, GO:0008360, GO:0008881, GO:0009252, GO:0071555, RefSeq:WP_000098149.1, SO:0001217, UniParc:UPI000012FA1E, UniRef:UniRef100_A5F4P4, UniRef:UniRef50_Q87KP1, UniRef:UniRef90_A5F4P4
contig_1	cds	150041	150499	-	N16961_00745	rRM	RNA recognition motif (RRM) domain	COG:COG0724, COG:J, RefSeq:WP_001884322.1, SO:0001217, UniParc:UPI00000C2BFB, UniRef:UniRef100_A0A2V4NDT2, UniRef:UniRef50_A0A812FEB3, UniRef:UniRef90_A0A2J9UZF1
contig_1	rRNA	151052	152594	+	N16961_00750	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	tRNA	152663	152738	+	N16961_00755	trnE	tRNA-Glu(ttc)	SO:0000259
contig_1	rRNA	153026	155912	+	N16961_00760	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	rRNA	156043	156158	+	N16961_00765	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	tRNA	156206	156296	+	N16961_00770	trnS	tRNA-Ser(tga)	SO:0000269
contig_1	cds	156407	157303	-	N16961_00775	ilvY	HTH-type transcriptional activator IlvY	COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_001022809.1, SO:0001217, UniParc:UPI00000C2BFC, UniRef:UniRef100_A0A0H7FT93, UniRef:UniRef50_A0A0H7FT93, UniRef:UniRef90_A0A0H7FT93
contig_1	cds	157441	158925	+	N16961_00780	ilvC	ketol-acid reductoisomerase	COG:COG0059, COG:EH, EC:1.1.1.86, GO:0000287, GO:0004455, GO:0009082, GO:0009097, GO:0009099, RefSeq:WP_000024919.1, SO:0001217, UniParc:UPI000012D561, UniRef:UniRef100_A5F449, UniRef:UniRef50_P05989, UniRef:UniRef90_Q5E1S3
contig_1	cds	159052	159303	-	N16961_00785	ubiK	Ubiquinone biosynthesis accessory factor UbiK	RefSeq:WP_000458935.1, SO:0001217, UniParc:UPI00000C2BFD, UniRef:UniRef100_A0A085RCR3, UniRef:UniRef50_A0A0T9V4R0, UniRef:UniRef90_A0A085RCR3
contig_1	cds	159419	162529	-	N16961_00790	acrB	multidrug efflux RND transporter permease subunit VexB	BlastRules:WP_001212849, COG:COG0841, COG:V, RefSeq:WP_001212849.1, SO:0001217, UniParc:UPI00000C2BFE, UniRef:UniRef100_A0A085RXY1, UniRef:UniRef50_C9QBX3, UniRef:UniRef90_A0A085RXY1
contig_1	cds	162541	163626	-	N16961_00795	acrA	multidrug efflux RND transporter periplasmic adaptor subunit VexA	BlastRules:WP_000759349, COG:COG0845, COG:MV, SO:0001217, UniRef:UniRef50_A0A0Q2XRA5, UniRef:UniRef90_A0A655XEC3
contig_1	gap	162660	162660	.				
contig_1	cds	163666	164247	-	N16961_00800	acrR	TetR family transcriptional regulator VexR	BlastRules:WP_001884097, COG:COG1309, COG:K, RefSeq:WP_001290345.1, SO:0001217, UniParc:UPI00005F37FD, UniRef:UniRef100_A0A2A1YPM4, UniRef:UniRef50_U3BI14, UniRef:UniRef90_A0A0Q0Z0V8
contig_1	cds	164408	166423	+	N16961_00805	rep	DNA helicase Rep	EC:3.6.4.12, GO:0003678, GO:0006268, RefSeq:WP_000773964.1, SO:0001217, UniParc:UPI00000C2C01, UniRef:UniRef100_A0A0H3QD21, UniRef:UniRef50_P09980, UniRef:UniRef90_Q4F7B3
contig_1	cds	166490	166891	-	N16961_00810	cytC5	Cytochrome c5	COG:C, COG:COG3245, SO:0001217, UniParc:UPI00023337ED, UniRef:UniRef100_A0A0H6WUT7, UniRef:UniRef50_A0A2S0VRH2, UniRef:UniRef90_D2YET2
contig_1	tRNA	167187	167263	+	N16961_00815	trnR	tRNA-Arg(ccg)	SO:0001036
contig_1	tRNA	167299	167374	+	N16961_00820	trnH	tRNA-His(gtg)	SO:0000262
contig_1	tRNA	167436	167512	+	N16961_00825	trnP	tRNA-Pro(tgg)	SO:0000268
contig_1	tRNA	167583	167658	+	N16961_00830	trnH	tRNA-His(gtg)	SO:0000262
contig_1	tRNA	167720	167796	+	N16961_00835	trnP	tRNA-Pro(tgg)	SO:0000268
contig_1	cds	168532	170247	+	N16961_00840	nikD	nickel import ATP-binding protein NikD	EC:7.2.2.-, GO:0005524, GO:0009898, GO:0015413, GO:0015675, GO:0043190, RefSeq:WP_000054464.1, SO:0001217, UniParc:UPI00000C2C04, UniRef:UniRef100_A0A0H7FR63, UniRef:UniRef50_A0A1B3NJ74, UniRef:UniRef90_A0A655VDB8
contig_1	cds	170339	171895	+	N16961_00845	ddpA	ABC-type transport system, periplasmic component	COG:COG0747, COG:E, RefSeq:WP_000855615.1, SO:0001217, UniParc:UPI00005F321B, UniRef:UniRef100_Q9KVH5, UniRef:UniRef50_A0A0P8CKU4, UniRef:UniRef90_Q9KVH5
contig_1	cds	172050	173027	+	N16961_00850	dppB	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	COG:COG0601, COG:EP, RefSeq:WP_000490820.1, SO:0001217, UniParc:UPI00031D24F4, UniRef:UniRef100_Q9KVH4, UniRef:UniRef50_A7N1A7, UniRef:UniRef90_Q9KVH4
contig_1	cds	173030	173968	+	N16961_00855	dppC	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	COG:COG1173, COG:EP, RefSeq:WP_001277181.1, SO:0001217, UniParc:UPI00000C2C07, UniRef:UniRef100_A0A0H6TS93, UniRef:UniRef50_K1KDR5, UniRef:UniRef90_A0A0H6TS93
contig_1	cds	174143	175090	+	N16961_00860		SPOR domain-containing protein	RefSeq:WP_001127291.1, SO:0001217, UniParc:UPI00000C2C08, UniRef:UniRef100_A0A0H7G135, UniRef:UniRef50_A0A0H3AH54, UniRef:UniRef90_A0A0H3AH54
